cityname,i_o_length,prediction_horizon,grid_size,time_stamp,MSE_train
melbourne,4,1,55,7531,507.9701782118477
melbourne,4,1,55,3110,360.97696775810675
melbourne,4,1,55,2188,172.2261080690138
melbourne,4,1,55,2083,1648.7744387632006
melbourne,4,1,55,9062,1302.0325417357847
melbourne,4,1,55,2855,120.32467313298042
melbourne,4,1,55,124,158.2749008356423
melbourne,4,1,55,1623,342.3653657032739
melbourne,4,1,55,3892,991.9141458824788
melbourne,4,1,55,4709,448.7770503539728
melbourne,4,1,55,5824,1200.0193928674955
melbourne,4,1,55,5859,74.58531186912862
melbourne,4,1,55,8662,745.7707584716248
melbourne,4,1,55,2489,80.718483238815
melbourne,4,1,55,2780,3335.926835032576
melbourne,4,1,55,7563,370.632976628761
melbourne,4,1,55,3649,459.4610185468209
melbourne,4,1,55,618,895.2975746929387
melbourne,4,1,55,1380,29.546748754967073
melbourne,4,1,55,4228,177.26153170302956
melbourne,4,1,55,8954,58.005059720882876
melbourne,4,1,55,154,1243.14604127022
melbourne,4,1,55,5017,2474.0743681448635
melbourne,4,1,55,6760,1211.4814749278287
melbourne,4,1,55,6782,412.35148476862946
melbourne,4,1,55,4014,1272.5299989330858
melbourne,4,1,55,7961,439.88359901765955
melbourne,4,1,55,6641,2859.628242407763
melbourne,4,1,55,5410,206.67347168005983
melbourne,4,1,55,3730,1377.075206809657
melbourne,4,1,55,4597,408.951228449509
melbourne,4,1,55,8269,111.33807346532123
melbourne,4,1,55,4546,251.79765936661724
melbourne,4,1,55,8807,923.7158815587404
melbourne,4,1,55,931,419.29664409916666
melbourne,4,1,55,5876,1700.6154053585879
melbourne,4,1,55,4510,314.4828942517461
melbourne,4,1,55,4120,215.7094439417029
melbourne,4,1,55,5025,558.6292881333113
melbourne,4,1,55,5766,93.31765419582169
melbourne,4,1,55,439,44.719725762584325
melbourne,4,1,55,4369,581.113733403153
melbourne,4,1,55,2004,394.4268774261781
melbourne,4,1,55,4155,405.1957276416358
melbourne,4,1,55,5318,344.80443618252497
melbourne,4,1,55,261,45.40701055778891
melbourne,4,1,55,3221,280.5585267225665
melbourne,4,1,55,3360,49.15644773494383
melbourne,4,1,55,2786,1215.3252219360438
melbourne,4,1,55,8765,338.1132510236124
melbourne,4,1,55,2887,1231.3515381931763
melbourne,4,1,55,2880,430.46489479271196
melbourne,4,1,55,5324,269.0416665097038
melbourne,4,1,55,1090,217.38463850998167
melbourne,4,1,55,1668,330.19329299079595
melbourne,4,1,55,6596,354.17773721711546
melbourne,4,1,55,4210,178.52527068557575
melbourne,4,1,55,8591,299.394571948877
melbourne,4,1,55,2336,38.8031985249161
melbourne,4,1,55,4399,264.10030506534815
melbourne,4,1,55,2582,21.73329156225449
melbourne,4,1,55,3216,1031.3313351253792
melbourne,4,1,55,8912,340.804903138669
melbourne,4,1,55,3789,30.650675796173108
melbourne,4,1,55,398,488.5798941595453
melbourne,4,1,55,113,391.3315858762619
melbourne,4,1,55,7266,398.3325344884715
melbourne,4,1,55,6661,395.12303429210243
melbourne,4,1,55,4596,367.0742053950339
melbourne,4,1,55,3855,759.7498865755726
melbourne,4,1,55,4574,1463.8336775331863
melbourne,4,1,55,3298,1383.8776948662075
melbourne,4,1,55,4147,144.74844094741596
melbourne,4,1,55,9141,332.91028407133274
melbourne,4,1,55,889,379.1221467391696
melbourne,4,1,55,5448,1515.814784921609
melbourne,4,1,55,9049,258.27245773926626
melbourne,4,1,55,6473,448.8304702253372
melbourne,4,1,55,2819,699.0761297168576
melbourne,4,1,55,8741,466.4804953389517
melbourne,4,1,55,4333,1037.5337223500458
melbourne,4,1,55,3288,1701.495451317432
melbourne,4,1,55,8982,485.87129349353364
melbourne,4,1,55,3310,326.8379644563758
melbourne,4,1,55,6655,941.7965706193716
melbourne,4,1,55,1139,263.3465452182834
melbourne,4,1,55,7713,526.8964110533641
melbourne,4,1,55,8449,973.8203169937707
melbourne,4,1,55,1766,0.012944438516351919
melbourne,4,1,55,5710,872.4081474915686
melbourne,4,1,55,3917,356.41285156690907
melbourne,4,1,55,6305,3430.7295252848157
melbourne,4,1,55,3197,950.4572665640954
melbourne,4,1,55,747,536.3558313168618
melbourne,4,1,55,4776,358.014044096469
melbourne,4,1,55,7641,737.8828749710129
melbourne,4,1,55,1172,195.3560986591721
melbourne,4,1,55,2822,604.5570070748316
melbourne,4,1,55,608,24.857161012593323
melbourne,4,1,55,5965,998.1481735077026
melbourne,4,1,55,5605,1258.1735522274337
melbourne,4,1,55,4437,570.8327196145866
melbourne,4,1,55,2108,278.4817289707523
melbourne,4,1,55,866,60.9435951653977
melbourne,4,1,55,3273,33.646377447671554
melbourne,4,1,55,6018,446.7592587591608
melbourne,4,1,55,9031,133.8907925416593
melbourne,4,1,55,1886,93.06016004292614
melbourne,4,1,55,8632,1036.459167375368
melbourne,4,1,55,2167,885.3398771205019
melbourne,4,1,55,4505,1160.0352083806504
melbourne,4,1,55,7126,364.7074997672684
melbourne,4,1,55,2256,544.9174570913372
melbourne,4,1,55,8473,550.9987266901425
melbourne,4,1,55,9234,852.7875898795766
melbourne,4,1,55,5258,99.42151422293547
melbourne,4,1,55,8314,386.3701562912669
melbourne,4,1,55,4264,526.3465795141066
melbourne,4,1,55,7617,613.8005393146304
melbourne,4,1,55,6590,313.62948126422367
melbourne,4,1,55,8366,366.92898763667745
melbourne,4,1,55,3684,354.52825738501167
melbourne,4,1,55,700,124.73423931235223
melbourne,4,1,55,6718,87.92721777008116
melbourne,4,1,55,7037,656.6963892966024
melbourne,4,1,55,7935,1181.6540572196157
melbourne,4,1,55,303,225.90791085288876
melbourne,4,1,55,6431,801.0965527115072
melbourne,4,1,55,2274,295.6657260746817
melbourne,4,1,55,2739,421.1643915479004
melbourne,4,1,55,6928,434.17889386027736
melbourne,4,1,55,7461,1267.8230954744806
melbourne,4,1,55,3051,271.27902188200557
melbourne,4,1,55,3613,43.90648525722043
melbourne,4,1,55,7224,383.2093580180813
melbourne,4,1,55,6168,1375.292260246628
melbourne,4,1,55,8595,222.98859885112412
melbourne,4,1,55,8736,575.4783556816099
melbourne,4,1,55,1772,0.012944438516351919
melbourne,4,1,55,6126,2504.495208822403
melbourne,4,1,55,6215,1266.0737762656527
melbourne,4,1,55,5004,1628.8122938739814
melbourne,4,1,55,8165,369.70169318239874
melbourne,4,1,55,3927,1753.3453071727517
melbourne,4,1,55,6300,1046.2169540442171
melbourne,4,1,55,8638,742.0516957257696
melbourne,4,1,55,4601,458.17990317565534
melbourne,4,1,55,6892,222.65044278880458
melbourne,4,1,55,2938,27.615125491352625
melbourne,4,1,55,3160,1000.6752627597115
melbourne,4,1,55,4751,262.2912523692089
melbourne,4,1,55,6898,2315.799407030388
melbourne,4,1,55,6382,1858.5642125879724
melbourne,4,1,55,5699,1147.9172317171087
melbourne,4,1,55,8184,511.8806880689035
melbourne,4,1,55,6512,568.3839617601359
melbourne,4,1,55,7624,1816.961159915771
melbourne,4,1,55,4051,38.060284111942
melbourne,4,1,55,9270,727.7213282850751
melbourne,4,1,55,5425,62.061998130886785
melbourne,4,1,55,7900,420.47767357658057
melbourne,4,1,55,6450,294.2830506264909
melbourne,4,1,55,6097,231.1887263020113
melbourne,4,1,55,4920,2250.162594852427
melbourne,4,1,55,6750,362.88852138675395
melbourne,4,1,55,4347,467.3999757402391
melbourne,4,1,55,1755,0.012944438516351919
melbourne,4,1,55,8947,97.50667981102681
melbourne,4,1,55,2374,231.78667141596978
melbourne,4,1,55,9085,470.5670988488193
melbourne,4,1,55,8830,995.0229745639543
melbourne,4,1,55,6946,1028.3269435675336
melbourne,4,1,55,5256,87.22618153973019
melbourne,4,1,55,2952,185.81157047605296
melbourne,4,1,55,3959,45.42910037630937
melbourne,4,1,55,712,676.7159824945926
melbourne,4,1,55,1945,627.1554945639318
melbourne,4,1,55,9167,455.70958547451386
melbourne,4,1,55,6894,553.3226759807634
melbourne,4,1,55,6312,875.1166565841179
melbourne,4,1,55,2264,390.5136746114534
melbourne,4,1,55,2137,257.5714853093946
melbourne,4,1,55,5755,315.70255304210036
melbourne,4,1,55,3314,306.2102260999896
melbourne,4,1,55,3400,365.6596314172103
melbourne,4,1,55,8625,491.75291633510795
melbourne,4,1,55,5021,883.1066094615104
melbourne,4,1,55,4948,318.3972717971457
melbourne,4,1,55,8918,296.92655385917055
melbourne,4,1,55,6290,192.9012478720895
melbourne,4,1,55,3157,515.830571391395
melbourne,4,1,55,8467,579.5546181900751
melbourne,4,1,55,1384,40.428171908914805
melbourne,4,1,55,3680,1520.41963927232
melbourne,4,1,55,3102,75.18327864158344
melbourne,4,1,55,7093,1022.3372081418081
melbourne,4,1,55,2644,703.0119868527356
melbourne,4,1,55,4823,59.026602664192396
melbourne,4,1,55,8156,665.9996086354228
melbourne,4,1,55,2570,157.21797460799456
melbourne,4,1,55,3568,703.7971610659213
melbourne,4,1,55,6167,1082.6401935204535
melbourne,4,1,55,2624,269.2233820695736
melbourne,4,1,55,2340,71.85308469894906
melbourne,4,1,55,5376,465.5278318680645
melbourne,4,1,55,5326,211.7381914137787
melbourne,4,1,55,4778,409.76652698138344
melbourne,4,1,55,5805,529.5739405125784
melbourne,4,1,55,5313,466.97481252161765
melbourne,4,1,55,7743,99.10812621430382
melbourne,4,1,55,5663,561.8487883606856
melbourne,4,1,55,7612,720.2697332853895
melbourne,4,1,55,1690,251.00359299977694
melbourne,4,1,55,5932,275.47966168602875
melbourne,4,1,55,2238,26.154957408476452
melbourne,4,1,55,7925,288.5258131839935
melbourne,4,1,55,1568,1434.0194316632546
melbourne,4,1,55,1454,73.37754583355384
melbourne,4,1,55,1790,0.012944438516351919
melbourne,4,1,55,5526,1128.8440237261632
melbourne,4,1,55,432,141.07767407823968
melbourne,4,1,55,2488,87.90279761667956
melbourne,4,1,55,3813,2628.997711807105
melbourne,4,1,55,3173,200.76921570879068
melbourne,4,1,55,7914,54.492756413097865
melbourne,4,1,55,6761,1586.8230088145274
melbourne,4,1,55,7928,1821.2966208439746
melbourne,4,1,55,2074,74.13582334567229
melbourne,4,1,55,6293,1387.563752072045
melbourne,4,1,55,2601,864.5286642496126
melbourne,4,1,55,732,229.57383375749197
melbourne,4,1,55,7812,474.69893240657643
melbourne,4,1,55,9244,477.2959053115837
melbourne,4,1,55,214,224.02187994353594
melbourne,4,1,55,710,494.61709306998324
melbourne,4,1,55,900,270.13007622679635
melbourne,4,1,55,2232,83.33254805551712
melbourne,4,1,55,3020,67.92663507568034
melbourne,4,1,55,5622,615.683705865718
melbourne,4,1,55,3707,57.466312978329704
melbourne,4,1,55,5012,1372.520273916628
melbourne,4,1,55,8715,584.3330142986144
melbourne,4,1,55,8682,344.96138810326653
melbourne,4,1,55,7750,77.54796859578344
melbourne,4,1,55,1444,1725.0565028039669
melbourne,4,1,55,6066,339.2915988322644
melbourne,4,1,55,4646,66.34410941401833
melbourne,4,1,55,8147,1973.2489742703046
melbourne,4,1,55,6786,249.45866563270457
melbourne,4,1,55,1294,65.73530928773475
melbourne,4,1,55,5793,978.9960716005879
melbourne,4,1,55,6492,839.2725757223077
melbourne,4,1,55,3907,440.3912025767315
melbourne,4,1,55,4197,793.3189469789513
melbourne,4,1,55,315,624.6304451152788
melbourne,4,1,55,1109,210.73859244513804
melbourne,4,1,55,2242,26.366028775365592
melbourne,4,1,55,3653,231.07555371442785
melbourne,4,1,55,4994,45.85431571945681
melbourne,4,1,55,2346,724.8294258339442
melbourne,4,1,55,8254,387.8712958266452
melbourne,4,1,55,4671,1010.9606649291403
melbourne,4,1,55,8026,2284.5870269715633
melbourne,4,1,55,3363,29.188223597889742
melbourne,4,1,55,6603,531.2905004888639
melbourne,4,1,55,4486,437.5911086173003
melbourne,4,1,55,6239,417.5921373345992
melbourne,4,1,55,1770,0.012944438516351919
melbourne,4,1,55,9194,197.94310546507688
melbourne,4,1,55,2249,50.17505027894869
melbourne,4,1,55,5172,222.133296576518
melbourne,4,1,55,5799,771.9547977568673
melbourne,4,1,55,6581,466.516435660028
melbourne,4,1,55,558,175.8907092717344
melbourne,4,1,55,6497,434.83806156900994
melbourne,4,1,55,6358,358.52525269855437
melbourne,4,1,55,6639,1479.433645570255
melbourne,4,1,55,6276,450.6926484603966
melbourne,4,1,55,1324,241.22646306303645
melbourne,4,1,55,5542,462.44141599605075
melbourne,4,1,55,4203,191.28030709583382
melbourne,4,1,55,5527,1324.0603424716794
melbourne,4,1,55,7879,1038.2601093680826
melbourne,4,1,55,9175,492.3131024725786
melbourne,4,1,55,8444,1265.5920243185658
melbourne,4,1,55,6308,1690.140591402925
melbourne,4,1,55,5386,444.2848913824789
melbourne,4,1,55,886,567.7178065829667
melbourne,4,1,55,1143,626.1343752457227
melbourne,4,1,55,1975,87.85396617688053
melbourne,4,1,55,7312,137.1705237800349
melbourne,4,1,55,6128,1056.182902600086
melbourne,4,1,55,9063,731.3953882506156
melbourne,4,1,55,4052,43.92961296112536
melbourne,4,1,55,7948,742.8065230895027
melbourne,4,1,55,487,198.12641313560206
melbourne,4,1,55,5507,68.74956315544534
melbourne,4,1,55,5345,105.45260022918788
melbourne,4,1,55,1014,0.012944438516351919
melbourne,4,1,55,6602,503.3255828535169
melbourne,4,1,55,4651,72.41823307304269
melbourne,4,1,55,8606,75.50849319568434
melbourne,4,1,55,3719,1025.2964907359706
melbourne,4,1,55,4436,423.2845285226552
melbourne,4,1,55,8695,74.3661834778332
melbourne,4,1,55,2446,221.6689777487613
melbourne,4,1,55,7049,371.49502225909214
melbourne,4,1,55,181,59.47601223265743
melbourne,4,1,55,6284,46.30120493273238
melbourne,4,1,55,2835,118.10819512551117
melbourne,4,1,55,6792,405.8339594610085
melbourne,4,1,55,3354,125.89380125356257
melbourne,4,1,55,2216,497.2682712892602
melbourne,4,1,55,1612,605.9939979834044
melbourne,4,1,55,3257,188.52907248487787
melbourne,4,1,55,8462,519.4987236858113
melbourne,4,1,55,1165,210.81793423321153
melbourne,4,1,55,3244,811.9257824057782
melbourne,4,1,55,4246,445.5647600768538
melbourne,4,1,55,7305,195.7385109995104
melbourne,4,1,55,1719,95.71248300595558
melbourne,4,1,55,8342,224.126398645374
melbourne,4,1,55,9100,435.5289948853803
melbourne,4,1,55,5325,243.18910617093718
melbourne,4,1,55,7234,134.06950365158704
melbourne,4,1,55,3659,334.72930747325756
melbourne,4,1,55,2036,709.6935497345055
melbourne,4,1,55,7589,1130.9393902653003
melbourne,4,1,55,4461,185.9548414503626
melbourne,4,1,55,6630,41.177203524806586
melbourne,4,1,55,3582,320.2734337185588
melbourne,4,1,55,4004,467.85224931527097
melbourne,4,1,55,2319,91.33439693604308
melbourne,4,1,55,2312,204.42853828480068
melbourne,4,1,55,9122,63.102730997616476
melbourne,4,1,55,6995,2447.29679046345
melbourne,4,1,55,6992,1669.1464262863308
melbourne,4,1,55,2342,181.74426678439417
melbourne,4,1,55,7203,458.1299771988284
melbourne,4,1,55,8284,1711.4168720548357
melbourne,4,1,55,5249,99.9637100228517
melbourne,4,1,55,4498,1896.3779875577918
melbourne,4,1,55,885,727.333050551162
melbourne,4,1,55,8157,640.48665745409
melbourne,4,1,55,6499,594.5135039945861
melbourne,4,1,55,5795,845.9101286884979
melbourne,4,1,55,3238,2081.390693346806
melbourne,4,1,55,893,384.1917971008778
melbourne,4,1,55,1751,0.012944438516351919
melbourne,4,1,55,4213,219.21701295153753
melbourne,4,1,55,925,528.3429483287722
melbourne,4,1,55,6428,1192.1561208557441
melbourne,4,1,55,5581,246.59797806905183
melbourne,4,1,55,1352,561.8558991220011
melbourne,4,1,55,8648,559.8247474002258
melbourne,4,1,55,4390,65.05516451233855
melbourne,4,1,55,2939,40.55486697511893
melbourne,4,1,55,5940,117.92717918020787
melbourne,4,1,55,248,101.31105686787164
melbourne,4,1,55,3803,2839.4076735179237
melbourne,4,1,55,9007,388.0386229769288
melbourne,4,1,55,759,355.31260181080216
melbourne,4,1,55,5730,2306.1712127521996
melbourne,4,1,55,8131,507.3093165041208
melbourne,4,1,55,4799,856.2550910472959
melbourne,4,1,55,1116,75.46062071381965
melbourne,4,1,55,31,345.1727727815806
melbourne,4,1,55,4098,405.6337701876072
melbourne,4,1,55,6671,567.6496922676998
melbourne,4,1,55,984,0.012944438516351919
melbourne,4,1,55,9253,510.2236120336964
melbourne,4,1,55,2443,637.8708789031441
melbourne,4,1,55,7940,2508.0801801830858
melbourne,4,1,55,8708,454.00710411418675
melbourne,4,1,55,612,65.99469408751645
melbourne,4,1,55,7889,1294.706272473815
melbourne,4,1,55,3617,43.63947740049888
melbourne,4,1,55,3775,153.57932982696116
melbourne,4,1,55,328,491.54562698250436
melbourne,4,1,55,8108,1082.8477131275404
melbourne,4,1,55,3902,870.8712267667225
melbourne,4,1,55,2524,1368.8462778044632
melbourne,4,1,55,5515,153.2909863990746
melbourne,4,1,55,2627,250.8671806113726
melbourne,4,1,55,601,38.129159697166436
melbourne,4,1,55,6524,346.79625605972456
melbourne,4,1,55,1486,634.6756891589181
melbourne,4,1,55,2675,45.096353602964186
melbourne,4,1,55,2960,387.273088845192
melbourne,4,1,55,8155,768.2460586647461
melbourne,4,1,55,7068,327.21106798416946
melbourne,4,1,55,1073,228.3005651661994
melbourne,4,1,55,2558,816.5056400433645
melbourne,4,1,55,6342,1442.2241695305
melbourne,4,1,55,2781,1803.4156830235177
melbourne,4,1,55,8491,1106.9111909395008
melbourne,4,1,55,4211,184.89733282785747
melbourne,4,1,55,5555,863.7002699091178
melbourne,4,1,55,4500,4266.484527071487
melbourne,4,1,55,966,0.012944438516351919
melbourne,4,1,55,1054,438.07356213532245
melbourne,4,1,55,7360,586.6837857879739
melbourne,4,1,55,8453,393.15859976315295
melbourne,4,1,55,5065,190.95551272666762
melbourne,4,1,55,1852,199.6691361514811
melbourne,4,1,55,2194,283.79244080442106
melbourne,4,1,55,3211,1845.880208467935
melbourne,4,1,55,2864,411.58420872701583
melbourne,4,1,55,3276,55.91046308285275
melbourne,4,1,55,2228,147.95096843579518
melbourne,4,1,55,3821,500.4668819197931
melbourne,4,1,55,3882,186.98966283143352
melbourne,4,1,55,4992,40.751182497851346
melbourne,4,1,55,5183,1015.5008190292982
melbourne,4,1,55,4064,376.5904714768591
melbourne,4,1,55,7471,343.9890990788008
melbourne,4,1,55,8014,1702.8474315131211
melbourne,4,1,55,2646,926.7617158382632
melbourne,4,1,55,6877,327.9353429815159
melbourne,4,1,55,8137,1066.9364001389358
melbourne,4,1,55,5475,1558.1492106785572
melbourne,4,1,55,2258,481.15587617422455
melbourne,4,1,55,6195,57.847224940238895
melbourne,4,1,55,496,201.35172019259986
melbourne,4,1,55,8427,514.595609246158
melbourne,4,1,55,4852,754.909614303713
melbourne,4,1,55,2866,384.2290076072537
melbourne,4,1,55,48,216.4222146460016
melbourne,4,1,55,1533,555.5939559583704
melbourne,4,1,55,5590,239.2828144310075
melbourne,4,1,55,8700,175.34943566604645
melbourne,4,1,55,1412,288.332779909787
melbourne,4,1,55,5591,69.15477131260873
melbourne,4,1,55,8044,512.938122441931
melbourne,4,1,55,7346,658.5583751659468
melbourne,4,1,55,6228,872.093778341121
melbourne,4,1,55,5516,168.49352390555558
melbourne,4,1,55,1279,136.17138729149934
melbourne,4,1,55,9112,257.9160312380156
melbourne,4,1,55,541,732.161506661956
melbourne,4,1,55,2847,71.72759466496709
melbourne,4,1,55,421,165.1119654555284
melbourne,4,1,55,1340,378.9336760736987
melbourne,4,1,55,2848,59.60304227408426
melbourne,4,1,55,2461,1585.1332412571248
melbourne,4,1,55,6751,349.1988634402222
melbourne,4,1,55,5061,533.4435310557233
melbourne,4,1,55,1074,207.9281747526365
melbourne,4,1,55,5020,638.35150716059
melbourne,4,1,55,7715,428.569569884559
melbourne,4,1,55,7001,765.5716391433714
melbourne,4,1,55,7895,1434.6372927416805
melbourne,4,1,55,3916,303.70224282343736
melbourne,4,1,55,4007,767.4709195899369
melbourne,4,1,55,1095,173.4136686727171
melbourne,4,1,55,7395,321.44764655791806
melbourne,4,1,55,1212,107.8619673102568
melbourne,4,1,55,9016,503.3632269641834
melbourne,4,1,55,1114,415.01192351215013
melbourne,4,1,55,8530,986.9677860137845
melbourne,4,1,55,8442,400.775601041176
melbourne,4,1,55,2311,195.26360773877144
melbourne,4,1,55,7054,90.60038202497158
melbourne,4,1,55,8521,95.88694107414493
melbourne,4,1,55,7880,1277.5064148072258
melbourne,4,1,55,2814,523.677131756132
melbourne,4,1,55,2961,241.3458753254799
melbourne,4,1,55,362,1161.4126515507971
melbourne,4,1,55,9013,753.8489190850373
melbourne,4,1,55,7079,1336.4151860853326
melbourne,4,1,55,2756,36.62835265168873
melbourne,4,1,55,1129,42.35303581251121
melbourne,4,1,55,5724,410.0431514724979
melbourne,4,1,55,8742,490.6157705611397
melbourne,4,1,55,1194,115.20930091816888
melbourne,4,1,55,5496,221.50130126787323
melbourne,4,1,55,3926,2068.0560254133384
melbourne,4,1,55,2292,585.944646505198
melbourne,4,1,55,3071,607.2168541839706
melbourne,4,1,55,2913,141.15627667636417
melbourne,4,1,55,8320,568.1024266458006
melbourne,4,1,55,5357,433.31001383221883
melbourne,4,1,55,6190,256.2580575558405
melbourne,4,1,55,3607,83.25941061356235
melbourne,4,1,55,7485,50.24554356189948
melbourne,4,1,55,2531,281.45288461906995
melbourne,4,1,55,3489,298.7492512979623
melbourne,4,1,55,1021,0.012944438516351919
melbourne,4,1,55,2270,260.42323122914263
melbourne,4,1,55,9036,101.31973259673238
melbourne,4,1,55,7977,1094.469306800312
melbourne,4,1,55,854,253.9650695535956
melbourne,4,1,55,6841,369.7788861667628
melbourne,4,1,55,6017,282.71452479261757
melbourne,4,1,55,3201,2314.9997566670745
melbourne,4,1,55,7481,435.7074746995943
melbourne,4,1,55,5608,2379.4046283447265
melbourne,4,1,55,2619,217.73083033633
melbourne,4,1,55,47,199.2401430051952
melbourne,4,1,55,379,291.403644741262
melbourne,4,1,55,2005,536.744498119053
melbourne,4,1,55,4577,2797.215190742666
melbourne,4,1,55,5741,1242.7233664720725
melbourne,4,1,55,370,489.4043875203208
melbourne,4,1,55,526,22.306256171430793
melbourne,4,1,55,2766,350.4693586233956
melbourne,4,1,55,4828,174.7215269867698
melbourne,4,1,55,5728,1054.387276909068
melbourne,4,1,55,8593,226.8284978722898
melbourne,4,1,55,343,53.6276440315872
melbourne,4,1,55,8322,559.3458504084463
melbourne,4,1,55,3770,387.73111885511395
melbourne,4,1,55,3532,58.47633803660038
melbourne,4,1,55,4483,212.87313412817454
melbourne,4,1,55,45,169.4021128221722
melbourne,4,1,55,7680,565.8488159896108
melbourne,4,1,55,4290,261.8963313189474
melbourne,4,1,55,1585,234.0928060722176
melbourne,4,1,55,4145,83.7685875435329
melbourne,4,1,55,8489,920.9648800641186
melbourne,4,1,55,3925,2284.5189228144163
melbourne,4,1,55,7125,469.185855902294
melbourne,4,1,55,2181,376.6675454809541
melbourne,4,1,55,9174,457.9723381779473
melbourne,4,1,55,2170,1382.2223556831746
melbourne,4,1,55,729,237.57607210104655
melbourne,4,1,55,1110,239.6545670474714
melbourne,4,1,55,3442,98.79740962092185
melbourne,4,1,55,8835,899.563843584073
melbourne,4,1,55,61,324.0932182745936
melbourne,4,1,55,9210,74.70095125343639
melbourne,4,1,55,4589,1022.1372693425222
melbourne,4,1,55,7044,318.6217206013963
melbourne,4,1,55,3697,84.06380840285824
melbourne,4,1,55,8508,236.13116652143623
melbourne,4,1,55,2286,488.136271566795
melbourne,4,1,55,3195,181.9225296197856
melbourne,4,1,55,5966,1730.8230341113467
melbourne,4,1,55,1992,321.801344981719
melbourne,4,1,55,5703,3441.346386976248
melbourne,4,1,55,5,32.29218446098896
melbourne,4,1,55,2721,2467.9038428569984
melbourne,4,1,55,3259,210.3438368531815
melbourne,4,1,55,8329,576.6891891928198
melbourne,4,1,55,3384,549.4760804449213
melbourne,4,1,55,3427,261.39562789981505
melbourne,4,1,55,9168,412.95198711288856
melbourne,4,1,55,8368,318.23246904743934
melbourne,4,1,55,8242,723.0140817321139
melbourne,4,1,55,8727,595.7703870371307
melbourne,4,1,55,4020,1166.488310001926
melbourne,4,1,55,1392,1233.6845896746465
melbourne,4,1,55,3538,28.44693970886394
melbourne,4,1,55,1048,189.6399978391362
melbourne,4,1,55,3299,926.0304703248897
melbourne,4,1,55,520,47.308352484055845
melbourne,4,1,55,7277,1070.7047990337219
melbourne,4,1,55,2112,306.3793874688243
melbourne,4,1,55,2852,56.23067009284309
melbourne,4,1,55,2091,494.8849348372712
melbourne,4,1,55,5651,1134.3001385860812
melbourne,4,1,55,4638,179.95917421952524
melbourne,4,1,55,5115,365.6124054501003
melbourne,4,1,55,6978,259.36860564068985
melbourne,4,1,55,1374,91.70850386002955
melbourne,4,1,55,7611,725.9010809284972
melbourne,4,1,55,3694,86.25570268181112
melbourne,4,1,55,3644,1373.799260169694
melbourne,4,1,55,3581,318.9371894087549
melbourne,4,1,55,8881,234.67424092049419
melbourne,4,1,55,353,51.47189540843188
melbourne,4,1,55,8277,491.88911332912613
melbourne,4,1,55,359,713.3899685445878
melbourne,4,1,55,2045,1240.0511418585568
melbourne,4,1,55,2757,39.512902698449295
melbourne,4,1,55,3666,2290.0620445780146
melbourne,4,1,55,9259,399.6154417155957
melbourne,4,1,55,7222,337.395844527576
melbourne,4,1,55,6576,1248.646464139818
melbourne,4,1,55,8676,333.8316313445273
melbourne,4,1,55,1976,133.23482212646303
melbourne,4,1,55,5896,466.7754241854689
melbourne,4,1,55,256,51.688226317711376
melbourne,4,1,55,5193,858.3467842098879
melbourne,4,1,55,7503,1199.5142795372822
melbourne,4,1,55,7566,752.4152758440711
melbourne,4,1,55,4731,94.65686235625651
melbourne,4,1,55,111,729.3874130485615
melbourne,4,1,55,1862,627.1405760802845
melbourne,4,1,55,8778,66.90991337067062
melbourne,4,1,55,973,0.012944438516351919
melbourne,4,1,55,1737,0.012944438516351919
melbourne,4,1,55,2472,690.44417812288
melbourne,4,1,55,789,780.92556899469
melbourne,4,1,55,401,454.7411621957597
melbourne,4,1,55,4593,724.752897921628
melbourne,4,1,55,5380,392.01634473049097
melbourne,4,1,55,5778,1654.4378755397886
melbourne,4,1,55,5009,1315.5974688128508
melbourne,4,1,55,1553,34.71991809821043
melbourne,4,1,55,4096,499.3524561550376
melbourne,4,1,55,6446,377.27638729576086
melbourne,4,1,55,7986,410.30682600138016
melbourne,4,1,55,1714,173.19758131072098
melbourne,4,1,55,5544,447.37096439318105
melbourne,4,1,55,5846,381.4358446454043
melbourne,4,1,55,832,570.2234796683792
melbourne,4,1,55,7639,688.1368858508628
melbourne,4,1,55,1301,127.30457522352826
melbourne,4,1,55,382,188.9450024006837
melbourne,4,1,55,1814,55.82773200310526
melbourne,4,1,55,4616,1184.1202133824042
melbourne,4,1,55,34,243.1965786463646
melbourne,4,1,55,8080,257.72606454602084
melbourne,4,1,55,2539,210.12141140551503
melbourne,4,1,55,4607,411.20389503805353
melbourne,4,1,55,7933,1270.5853995888071
melbourne,4,1,55,6624,39.361312706447265
melbourne,4,1,55,1545,118.76493827052607
melbourne,4,1,55,2888,729.8402192741823
melbourne,4,1,55,2308,236.59275284572897
melbourne,4,1,55,2608,3149.7736903326263
melbourne,4,1,55,6580,740.4400101121516
melbourne,4,1,55,971,0.012944438516351919
melbourne,4,1,55,5070,135.3290511888231
melbourne,4,1,55,2347,822.0414232462078
melbourne,4,1,55,2458,444.5659022251634
melbourne,4,1,55,7191,482.4673500658008
melbourne,4,1,55,4849,1089.2744692208514
melbourne,4,1,55,8716,644.0979050407714
melbourne,4,1,55,4170,689.7188979380893
melbourne,4,1,55,3100,47.86658815657028
melbourne,4,1,55,8837,498.60186717891
melbourne,4,1,55,1634,122.54628412706582
melbourne,4,1,55,6349,928.6033039842489
