cityname,i_o_length,prediction_horizon,grid_size,time_stamp,MSE_train
london,4,1,55,7127,1061.2804732994935
london,4,1,55,7705,750.705450086901
london,4,1,55,7748,381.5980501907904
london,4,1,55,1593,576.0818437677274
london,4,1,55,3884,335.4765223409068
london,4,1,55,4947,703.7079794772368
london,4,1,55,6095,829.5856177275277
london,4,1,55,450,1581.3064441010617
london,4,1,55,7158,321.92482702026683
london,4,1,55,8496,852.4551742336964
london,4,1,55,9344,1033.5513885566518
london,4,1,55,8214,809.4196433752239
london,4,1,55,7446,736.3767743061682
london,4,1,55,4474,421.47859499335584
london,4,1,55,6482,941.3165096748937
london,4,1,55,8106,774.6770751038437
london,4,1,55,5266,145.88173368816356
london,4,1,55,7927,755.2628085229584
london,4,1,55,8784,195.35127613743995
london,4,1,55,2584,281.36082008564597
london,4,1,55,7125,735.066113079903
london,4,1,55,9071,825.8727196818397
london,4,1,55,2748,68.10857757443755
london,4,1,55,3491,891.0713473133377
london,4,1,55,3646,1005.9210173048955
london,4,1,55,4206,1025.1222674351975
london,4,1,55,4073,1739.5049874625975
london,4,1,55,8215,701.5718320228923
london,4,1,55,1303,273.742558625701
london,4,1,55,1690,834.7031837639752
london,4,1,55,9426,1037.2076658921037
london,4,1,55,3832,663.7388617558628
london,4,1,55,6407,875.3676145678412
london,4,1,55,5244,827.5630247962629
london,4,1,55,9283,807.9833392797008
london,4,1,55,7312,280.4233754978965
london,4,1,55,7754,366.33602183977655
london,4,1,55,1310,4139.029136182186
london,4,1,55,7807,920.0149004988148
london,4,1,55,3147,742.6227266174254
london,4,1,55,5190,816.8638824274473
london,4,1,55,4181,1006.3434718013741
london,4,1,55,5130,1035.3118862680615
london,4,1,55,3807,2783.090843306294
london,4,1,55,2751,59.758407355638624
london,4,1,55,6856,815.2469752799224
london,4,1,55,7654,669.141719713821
london,4,1,55,8222,994.7851871891456
london,4,1,55,8315,940.3500044073211
london,4,1,55,190,3700.788933310627
london,4,1,55,5615,1779.0518197103233
london,4,1,55,5194,857.2285517186273
london,4,1,55,7609,673.1296892380701
london,4,1,55,4769,1113.2400525140474
london,4,1,55,7630,835.9431512125761
london,4,1,55,2500,116.55943951838792
london,4,1,55,6717,138.22018068265044
london,4,1,55,3533,455.93202185211015
london,4,1,55,3579,892.1899150394769
london,4,1,55,4973,1068.5186116921598
london,4,1,55,8723,783.496709642087
london,4,1,55,5157,1002.1500156821371
london,4,1,55,9450,847.0029394144965
london,4,1,55,6213,327.7688657151631
london,4,1,55,3029,3625.8764352883354
london,4,1,55,416,886.8933721834335
london,4,1,55,7090,929.3411804324643
london,4,1,55,2102,868.2468873821842
london,4,1,55,6999,481.5715605676283
london,4,1,55,9028,1040.346780923743
london,4,1,55,767,961.4073875664793
london,4,1,55,6514,890.5071350744666
london,4,1,55,3003,918.7344767948382
london,4,1,55,3245,970.2152141099925
london,4,1,55,1727,383.1482413038729
london,4,1,55,8385,935.4345193762925
london,4,1,55,4888,1079.076331272765
london,4,1,55,2948,835.3134840633899
london,4,1,55,9326,909.7774727194501
london,4,1,55,2808,984.8381262859347
london,4,1,55,5967,2024.5666049720608
london,4,1,55,2007,835.886242840743
london,4,1,55,420,919.335750028785
london,4,1,55,1005,1063.916443145337
london,4,1,55,2171,3823.9328301950727
london,4,1,55,5879,1304.0291603414075
london,4,1,55,4673,1792.1464395793032
london,4,1,55,2192,679.1985268575678
london,4,1,55,4509,824.713457447574
london,4,1,55,9242,944.2452887746387
london,4,1,55,8154,141.30820154891626
london,4,1,55,1923,840.3455122525476
london,4,1,55,7816,990.7624131304038
london,4,1,55,2933,326.1151947974696
london,4,1,55,7728,782.3627447837913
london,4,1,55,3455,232.50860706301444
london,4,1,55,2109,622.3171427227105
london,4,1,55,8889,1566.5204550718036
london,4,1,55,2377,697.1349671437578
london,4,1,55,3861,1010.996377966264
london,4,1,55,5228,998.0346528163569
london,4,1,55,6737,527.3940965223646
london,4,1,55,6516,759.9572628686664
london,4,1,55,6211,278.45744730188153
london,4,1,55,648,714.000906854968
london,4,1,55,6488,1072.8689545355303
london,4,1,55,175,154.06222263857714
london,4,1,55,4238,2595.510714234434
london,4,1,55,3560,1433.7282269791135
london,4,1,55,1719,897.955266306303
london,4,1,55,92,129.0803484242261
london,4,1,55,396,809.3222457110885
london,4,1,55,2297,945.3778518734985
london,4,1,55,2750,66.57903164977972
london,4,1,55,3109,254.78082211475297
london,4,1,55,7978,8144.071618178749
london,4,1,55,1871,833.59468712379
london,4,1,55,7695,994.7365299267843
london,4,1,55,3057,609.7215024933151
london,4,1,55,5063,1025.3274264543686
london,4,1,55,3976,4021.315516496886
london,4,1,55,2083,3495.761828663488
london,4,1,55,5430,210.6646350343616
london,4,1,55,2434,1470.1174740669737
london,4,1,55,1853,594.9073551374919
london,4,1,55,771,581.7451899220174
london,4,1,55,5978,1178.0879656350435
london,4,1,55,3654,841.2631708240749
london,4,1,55,3190,115.38417239525162
london,4,1,55,4175,891.4759119640254
london,4,1,55,9417,743.3376534115071
london,4,1,55,7105,944.0477673213396
london,4,1,55,7351,847.1524066605772
london,4,1,55,8024,2095.6572584016744
london,4,1,55,2512,2826.1962985024275
london,4,1,55,2244,240.91855284906512
london,4,1,55,3268,854.608033025666
london,4,1,55,4894,1183.843673464501
london,4,1,55,3951,974.0764357253887
london,4,1,55,2362,1012.9745815213478
london,4,1,55,5431,272.4530656299723
london,4,1,55,9093,1320.1539112926453
london,4,1,55,8551,992.758310711409
london,4,1,55,7567,707.485190590834
london,4,1,55,5564,1038.8584846908152
london,4,1,55,347,172.09190505962067
london,4,1,55,4919,1917.3603268359698
london,4,1,55,7950,972.3122880241757
london,4,1,55,9377,218.9556474216712
london,4,1,55,2084,4287.361111916048
london,4,1,55,3078,883.2046954462237
london,4,1,55,6317,1157.0393273111476
london,4,1,55,4102,1638.4164200647692
london,4,1,55,8545,1060.2846002191882
london,4,1,55,7116,958.5192457529479
london,4,1,55,2857,767.679122809953
london,4,1,55,4553,1073.8734688801808
london,4,1,55,8939,1024.280872914102
london,4,1,55,7530,726.6622830662781
london,4,1,55,381,920.9277401198239
london,4,1,55,3721,3142.8782256885593
london,4,1,55,599,803.4435142840117
london,4,1,55,230,983.7929428999483
london,4,1,55,8694,112.43474688268157
london,4,1,55,1388,172.8284667038273
london,4,1,55,2946,551.86290030886
london,4,1,55,9295,102.14945876887789
london,4,1,55,2859,1023.3089085967854
london,4,1,55,1861,1097.1413196772835
london,4,1,55,3184,238.83809019337892
london,4,1,55,5262,55.22850275203939
london,4,1,55,3481,1147.9672411198023
london,4,1,55,3133,881.8774848764832
london,4,1,55,911,966.1239042626223
london,4,1,55,2043,1153.5949014586831
london,4,1,55,9067,879.1877553777197
london,4,1,55,7209,791.8072003767091
london,4,1,55,3414,1670.654081330195
london,4,1,55,8072,1121.3122065582966
london,4,1,55,5515,156.2637518026664
london,4,1,55,1443,1045.4091587467617
london,4,1,55,4461,1054.9461471046113
london,4,1,55,2391,650.3900133501328
london,4,1,55,8894,1314.8100488210732
london,4,1,55,1786,998.3044347471282
london,4,1,55,3733,929.7457480730384
london,4,1,55,7487,135.1296759517223
london,4,1,55,4358,947.619058023523
london,4,1,55,738,990.855508187698
london,4,1,55,4984,899.7918952101971
london,4,1,55,8034,1335.973254647623
london,4,1,55,2992,960.1929902604497
london,4,1,55,7947,2019.0091742046418
london,4,1,55,6563,710.0281815314452
london,4,1,55,4,12.528056505216117
london,4,1,55,5386,176.96037848242702
london,4,1,55,6602,907.9243735615073
london,4,1,55,4365,1296.6881738163456
london,4,1,55,3916,780.9226338746327
london,4,1,55,2066,240.23919265787197
london,4,1,55,764,922.5338401211196
london,4,1,55,6449,696.3969664542295
london,4,1,55,1914,3552.4551293131753
london,4,1,55,8366,659.2569949654327
london,4,1,55,9250,853.5304505798965
london,4,1,55,5669,902.691011344798
london,4,1,55,3641,971.4808666345886
london,4,1,55,6619,770.2424818509876
london,4,1,55,4970,951.286939585534
london,4,1,55,5319,157.25585924444985
london,4,1,55,1132,234.66186430665368
london,4,1,55,3068,1006.6313138058
london,4,1,55,5960,726.411143273099
london,4,1,55,8361,341.11464896513274
london,4,1,55,892,836.0941781284374
london,4,1,55,3990,996.350619479554
london,4,1,55,5931,1013.9669103958853
london,4,1,55,4782,918.5804162726154
london,4,1,55,4981,936.9836109929178
london,4,1,55,2569,1258.9953571769317
london,4,1,55,5039,966.9447212236126
london,4,1,55,5801,847.5036121524448
london,4,1,55,8266,218.66938749892677
london,4,1,55,4176,853.4116717310892
london,4,1,55,5279,215.07196673883095
london,4,1,55,690,175.55294222454128
london,4,1,55,1186,861.2815187182429
london,4,1,55,2898,894.6247445515457
london,4,1,55,2418,140.43464526906334
london,4,1,55,8055,1115.6275715304223
london,4,1,55,6505,930.4292678001896
london,4,1,55,6714,194.08256194554943
london,4,1,55,7306,787.7023827089571
london,4,1,55,4121,846.8652119464535
london,4,1,55,7946,3264.5708860376235
london,4,1,55,5625,862.3410183445384
london,4,1,55,6754,690.1951044086828
london,4,1,55,6582,769.961636310605
london,4,1,55,5235,894.2414775729899
london,4,1,55,6953,874.6912655283447
london,4,1,55,7984,9257.086909159532
london,4,1,55,2518,2399.8380783512416
london,4,1,55,3649,908.2764987421513
london,4,1,55,5056,1087.0033550280934
london,4,1,55,5511,123.07218512455077
london,4,1,55,6369,356.73788008802654
london,4,1,55,9287,740.8558644720952
london,4,1,55,6565,875.4564034604897
london,4,1,55,5057,1165.4419180128143
london,4,1,55,9390,932.970517895083
london,4,1,55,6112,240.18667460071427
london,4,1,55,348,139.42005591407087
london,4,1,55,755,932.0356625548827
london,4,1,55,5831,959.7260680217853
london,4,1,55,4595,784.0911668097444
london,4,1,55,6046,1067.1837684127263
london,4,1,55,4070,1715.562222185101
london,4,1,55,3803,2655.2203668269726
london,4,1,55,9444,1047.113389250639
london,4,1,55,8813,1730.490792079215
london,4,1,55,4810,880.7137248727652
london,4,1,55,4199,770.4925853840205
london,4,1,55,2557,1138.967316081851
london,4,1,55,303,551.8613171515495
london,4,1,55,3769,1151.0697993531476
london,4,1,55,514,840.5564347147497
london,4,1,55,4634,998.8283372523387
london,4,1,55,2531,869.0262567355601
london,4,1,55,433,290.8210020937345
london,4,1,55,7880,1032.681368105131
london,4,1,55,9245,819.6409852576297
london,4,1,55,5212,1183.5475891210467
london,4,1,55,5435,1874.7194983318284
london,4,1,55,2018,1014.9966386876575
london,4,1,55,5892,929.5807856325638
london,4,1,55,2170,3689.6844396574475
london,4,1,55,56,129.34491754542125
london,4,1,55,9130,469.87854173308915
london,4,1,55,4318,3123.5786698045417
london,4,1,55,5458,806.5520212054747
london,4,1,55,7768,985.0999275692791
london,4,1,55,5772,244.41919658820194
london,4,1,55,6102,859.5499795693104
london,4,1,55,4296,814.7611175755135
london,4,1,55,4798,934.2703905153348
london,4,1,55,3508,875.5653457516013
london,4,1,55,4776,890.8194019616861
london,4,1,55,8316,887.2416048932349
london,4,1,55,5433,705.6398384922626
london,4,1,55,3941,910.999716274343
london,4,1,55,2013,831.655356899947
london,4,1,55,8573,1092.279691288707
london,4,1,55,5306,139.3838053888152
london,4,1,55,4882,1132.2048378742613
london,4,1,55,144,1147.7691093362027
london,4,1,55,8520,91.3126491475819
london,4,1,55,1108,1667.6460901838607
london,4,1,55,9385,178.58366120116116
london,4,1,55,1040,211.22448396134905
london,4,1,55,1982,262.317805436255
london,4,1,55,4720,1024.4525125371358
london,4,1,55,3723,1785.0504920080289
london,4,1,55,7599,617.0736755863273
london,4,1,55,6625,405.14190970982025
london,4,1,55,6612,889.2427541465271
london,4,1,55,4418,1220.4669088780317
london,4,1,55,2813,1133.5114177356475
london,4,1,55,3282,370.0406191066646
london,4,1,55,1261,890.2042494113869
london,4,1,55,3806,3011.730109356194
london,4,1,55,1505,760.0090236861239
london,4,1,55,4959,1142.73356331236
london,4,1,55,8994,845.1396932841669
london,4,1,55,9335,576.5481883877558
london,4,1,55,915,1001.6045334625868
london,4,1,55,8511,839.2054784213946
london,4,1,55,1231,1208.784962440589
london,4,1,55,388,611.640614870452
london,4,1,55,9077,659.156945177577
london,4,1,55,1126,426.7948413949923
london,4,1,55,7416,3930.609085699549
london,4,1,55,4694,737.2541545076887
london,4,1,55,353,208.66555919477912
london,4,1,55,6782,904.3272021801663
london,4,1,55,5007,3422.2471328501315
london,4,1,55,1978,756.7222705200527
london,4,1,55,8622,3677.5494598308937
london,4,1,55,4847,1163.68032789615
london,4,1,55,7483,238.8267839872608
london,4,1,55,9322,909.9780896918614
london,4,1,55,2130,1105.036878279217
london,4,1,55,1453,1305.7898984852097
london,4,1,55,3000,891.1332691593672
london,4,1,55,7689,896.1691887066139
london,4,1,55,8268,227.48193670571612
london,4,1,55,5575,987.2023191638696
london,4,1,55,2888,717.9640212038644
london,4,1,55,6243,941.0999335696719
london,4,1,55,1230,1607.844671353162
london,4,1,55,2809,977.9997188947108
london,4,1,55,8424,944.2274909244362
london,4,1,55,5254,9.14328505503334
london,4,1,55,4914,247.53618421565702
london,4,1,55,2659,703.7087629554571
london,4,1,55,1958,1072.8552131107028
london,4,1,55,5553,639.1792785630633
london,4,1,55,1281,2509.3023466484483
london,4,1,55,6752,746.087477475643
london,4,1,55,836,1102.7805499568146
london,4,1,55,5187,1135.1789833930645
london,4,1,55,91,130.4752005085565
london,4,1,55,5823,913.5063019237544
london,4,1,55,6662,1105.4792183564807
london,4,1,55,1109,1287.7775194934989
london,4,1,55,667,924.5917201711388
london,4,1,55,1309,3454.7673672000233
london,4,1,55,9102,1072.186223308142
london,4,1,55,8726,874.8874945807258
london,4,1,55,3493,829.6626213378477
london,4,1,55,2613,834.5639524423941
london,4,1,55,4825,121.68983324342798
london,4,1,55,349,131.5204035574303
london,4,1,55,872,684.5511183806567
london,4,1,55,1442,1051.9877766983452
london,4,1,55,2278,862.5737503756121
london,4,1,55,4207,896.6624246497169
london,4,1,55,3833,608.0063042916624
london,4,1,55,1083,876.5473124982714
london,4,1,55,133,863.5102648327501
london,4,1,55,3488,1134.740469392137
london,4,1,55,2666,699.690601399217
london,4,1,55,535,574.6349085888476
london,4,1,55,20,479.40079538656465
london,4,1,55,1907,696.1381657203794
london,4,1,55,6697,733.8470509306726
london,4,1,55,4937,943.5917585720917
london,4,1,55,1488,1235.475696322397
london,4,1,55,173,201.57539086216846
london,4,1,55,5331,34.64235764247424
london,4,1,55,8966,516.1218708338018
london,4,1,55,6896,591.9633984809283
london,4,1,55,4792,1030.863236639232
london,4,1,55,7617,698.9069908590437
london,4,1,55,2595,555.3728344525751
london,4,1,55,3464,1866.9365700962592
london,4,1,55,5368,219.0509634646027
london,4,1,55,5815,913.4162219533723
london,4,1,55,3727,883.1303866707849
london,4,1,55,313,927.0044751962065
london,4,1,55,3090,837.4588206179988
london,4,1,55,4258,793.652737149079
london,4,1,55,6985,1483.7192638743882
london,4,1,55,3744,709.5924483988844
london,4,1,55,3546,419.0345248646509
london,4,1,55,3879,158.1104687055718
london,4,1,55,997,906.1820826225503
london,4,1,55,6106,824.7714592532141
london,4,1,55,128,526.4955742072274
london,4,1,55,5005,1710.4524339719499
london,4,1,55,8762,1264.7561747701263
london,4,1,55,2279,825.8872295233675
london,4,1,55,2517,3074.698144808291
london,4,1,55,931,793.2959331612506
london,4,1,55,6885,248.96802949661355
london,4,1,55,6165,854.7641475908497
london,4,1,55,3720,3762.2769064493264
london,4,1,55,7340,820.279538443249
london,4,1,55,5568,1047.5412523758043
london,4,1,55,4384,917.247008288131
london,4,1,55,1997,3490.708599054928
london,4,1,55,6033,274.357154851819
london,4,1,55,6455,458.2158071206911
london,4,1,55,4982,854.0559039948
london,4,1,55,3279,208.5231355757736
london,4,1,55,1986,181.8185694380022
london,4,1,55,5672,932.5128996639124
london,4,1,55,2457,474.8898003387126
london,4,1,55,7985,5075.511238064218
london,4,1,55,1398,3528.7153825505834
london,4,1,55,1383,106.90860157575678
london,4,1,55,7719,980.098382251365
london,4,1,55,5676,810.3156729305082
london,4,1,55,9144,1245.1790970466113
london,4,1,55,2405,502.5114326590509
london,4,1,55,28,81.1778123546618
london,4,1,55,8212,889.896340407324
london,4,1,55,5345,13.335478025402683
london,4,1,55,8681,1102.2865765315603
london,4,1,55,3429,1053.5551237517177
london,4,1,55,2040,1113.8217311486903
london,4,1,55,3149,1123.5496228648874
london,4,1,55,8590,1419.8696469193405
london,4,1,55,8847,1211.43712226945
london,4,1,55,4174,901.7891554782248
london,4,1,55,4093,795.2982387424448
london,4,1,55,7025,815.5234787866879
london,4,1,55,1580,652.6533327753448
london,4,1,55,9414,935.081154090608
london,4,1,55,1316,1279.7142670558708
london,4,1,55,8579,1027.353575121178
london,4,1,55,4184,1055.6077718704248
london,4,1,55,958,634.8162284155574
london,4,1,55,1249,566.226557140389
london,4,1,55,2975,951.498937691331
london,4,1,55,7214,846.5678390527811
london,4,1,55,155,1126.9156744357026
london,4,1,55,1321,690.218881712663
london,4,1,55,5722,727.7263249674235
london,4,1,55,8990,931.9379823618632
london,4,1,55,7998,41.65535582529569
london,4,1,55,6310,670.297188886129
london,4,1,55,8765,1462.1025364731195
london,4,1,55,6700,755.6119188601107
london,4,1,55,7157,322.2434725710313
london,4,1,55,6374,177.8920341040682
london,4,1,55,6879,714.216288844077
london,4,1,55,4053,320.0552777667445
london,4,1,55,4667,1328.6468101048426
london,4,1,55,6263,860.371031971708
london,4,1,55,8527,218.82148654534794
london,4,1,55,8729,938.1290320107003
london,4,1,55,615,1033.5354270428074
london,4,1,55,9197,831.3798802034246
london,4,1,55,1317,1061.7665756897193
london,4,1,55,5572,1026.9060826952152
london,4,1,55,7469,1140.8498507710062
london,4,1,55,5027,849.837745202796
london,4,1,55,223,978.7174698822912
london,4,1,55,9143,1522.363136363237
london,4,1,55,7476,653.1053223781531
london,4,1,55,6598,1125.608253622179
london,4,1,55,255,622.812302952963
london,4,1,55,1034,325.77531324704364
london,4,1,55,4957,1354.3341654302299
london,4,1,55,7924,243.21795618549052
london,4,1,55,9078,707.1142253086891
london,4,1,55,7815,1017.6074222322501
london,4,1,55,641,705.5655679793566
london,4,1,55,8414,1169.8952039033986
london,4,1,55,1280,7479.227322323793
london,4,1,55,8390,743.205778087852
london,4,1,55,9227,2229.282714397159
london,4,1,55,6989,1813.6172853316382
london,4,1,55,5866,444.67733081405026
london,4,1,55,4041,842.6206097824521
london,4,1,55,5425,112.62776379112685
london,4,1,55,6835,791.7474265379989
london,4,1,55,2262,1417.3046611116872
london,4,1,55,4415,1102.0467658342873
london,4,1,55,4599,847.474482563485
london,4,1,55,6460,232.84432672142304
london,4,1,55,4313,272.39269644999274
london,4,1,55,9018,1061.6772495492644
london,4,1,55,367,1010.6971251082283
london,4,1,55,4152,709.8056545553347
london,4,1,55,1654,845.5865735922271
london,4,1,55,6271,675.6774295751277
london,4,1,55,5359,75.00485181340169
london,4,1,55,9306,2589.804271584256
london,4,1,55,8981,1298.5991692136956
london,4,1,55,8757,855.572728946426
london,4,1,55,7124,756.5990278641829
london,4,1,55,2361,790.4991510877438
london,4,1,55,9083,1026.5439533784481
london,4,1,55,3402,826.495545001554
london,4,1,55,3243,1281.9969460911243
london,4,1,55,8441,262.7579403166923
london,4,1,55,6705,693.7606573527687
london,4,1,55,6059,1145.1787453976783
london,4,1,55,266,168.73539401713558
london,4,1,55,5613,2967.996607366836
london,4,1,55,6035,422.3489549803697
london,4,1,55,6416,990.5885254903787
london,4,1,55,436,265.28866717064324
london,4,1,55,211,821.754440458009
london,4,1,55,1919,1051.6857484546258
london,4,1,55,340,794.8118650954539
london,4,1,55,6485,1114.419263314649
london,4,1,55,5574,1052.1100881219802
london,4,1,55,2509,596.6876890756696
london,4,1,55,2166,833.9433716332845
london,4,1,55,2954,1280.2702341193508
london,4,1,55,2765,258.0133601931771
london,4,1,55,6993,853.9286576620625
london,4,1,55,3080,919.949678081367
london,4,1,55,9415,729.16325823765
london,4,1,55,8249,983.0585289071335
london,4,1,55,2758,200.50616796215377
london,4,1,55,743,1003.3563574644156
london,4,1,55,295,692.1416488579306
london,4,1,55,5895,853.00995249975
london,4,1,55,3341,989.2038930659855
london,4,1,55,6850,664.8684616608798
london,4,1,55,8832,1589.728080774621
london,4,1,55,537,710.8598080507761
london,4,1,55,1198,878.240554438843
london,4,1,55,6054,774.9043429924194
london,4,1,55,4462,1115.180603723062
london,4,1,55,4664,976.5739687407101
london,4,1,55,3708,121.34453530619375
london,4,1,55,1967,1208.2907547019324
london,4,1,55,4216,305.19089981761954
london,4,1,55,6600,966.6474215155569
london,4,1,55,3005,868.2767037869706
london,4,1,55,3417,1230.2104563861078
london,4,1,55,6340,1262.0190455372679
london,4,1,55,2699,377.0501283807809
london,4,1,55,841,967.1869886337304
london,4,1,55,5777,570.620763734023
london,4,1,55,8221,829.1533274408113
london,4,1,55,849,964.6017619092847
london,4,1,55,5397,159.77623878429114
london,4,1,55,485,848.2340664272172
london,4,1,55,7729,902.0013122823387
london,4,1,55,8565,699.7951094873797
london,4,1,55,3150,1287.6352633078186
london,4,1,55,1945,956.3115080898286
london,4,1,55,4986,884.3567391409591
london,4,1,55,3094,676.9838121612398
london,4,1,55,6707,641.2392935453381
london,4,1,55,5514,132.37576267311306
london,4,1,55,7775,1318.7385356708214
london,4,1,55,6830,663.357883253626
london,4,1,55,3639,1361.0110128372896
london,4,1,55,6561,824.2858985521809
london,4,1,55,2872,843.9571294954707
london,4,1,55,7872,608.5029772968601
london,4,1,55,3346,898.3725668810862
london,4,1,55,3494,923.9191803559974
london,4,1,55,7756,239.81592502186876
london,4,1,55,6843,695.2014381470068
london,4,1,55,2113,719.8009965328569
london,4,1,55,1757,1071.723387046052
london,4,1,55,6963,597.7868161434773
london,4,1,55,3957,604.6737769273228
london,4,1,55,1465,196.410360433272
london,4,1,55,5085,240.29932669474005
london,4,1,55,8720,838.4186337224731
london,4,1,55,3134,933.664213639487
london,4,1,55,941,884.0985777146366
london,4,1,55,8397,917.841492605299
london,4,1,55,3324,1117.2202218787609
london,4,1,55,9003,926.6975255535713
london,4,1,55,1143,916.1242119197534
london,4,1,55,1145,875.3960150330311
london,4,1,55,4636,1038.9609226134717
london,4,1,55,183,502.02870409010796
london,4,1,55,7267,781.3257412663512
london,4,1,55,3636,2560.122888421891
london,4,1,55,7898,1066.0837812180087
london,4,1,55,117,841.0735695770089
london,4,1,55,4884,1206.156306981012
london,4,1,55,2444,702.9184233125287
london,4,1,55,6599,1191.4953227083638
london,4,1,55,8480,1472.6246146515434
london,4,1,55,439,282.6105041129899
london,4,1,55,6077,1107.0141263871244
london,4,1,55,4689,1066.7498421375064
london,4,1,55,3439,776.5939019936746
london,4,1,55,225,791.4805311101267
london,4,1,55,8607,110.32016645968997
london,4,1,55,7289,871.2806945684576
london,4,1,55,6543,440.85580596516564
london,4,1,55,3409,1056.5424294410107
london,4,1,55,7316,238.15338212137223
london,4,1,55,6954,863.9421858453178
london,4,1,55,949,159.61807527591208
london,4,1,55,3320,908.7655292882038
london,4,1,55,7207,842.148200972111
london,4,1,55,456,1143.2864866809546
london,4,1,55,8199,1185.3189211392823
london,4,1,55,3960,352.33420047290025
london,4,1,55,8730,1117.4886364945496
london,4,1,55,2300,868.5010055690989
london,4,1,55,8489,1314.879513795479
london,4,1,55,4844,1280.0779719061443
london,4,1,55,6091,857.7884887522396
london,4,1,55,8841,1208.6813002575007
london,4,1,55,4831,697.8797752555557
london,4,1,55,4390,342.4895820126424
london,4,1,55,2558,1261.152833180854
london,4,1,55,1229,2088.3089701456383
london,4,1,55,3212,1087.5629893408843
london,4,1,55,3024,419.0766293633826
london,4,1,55,1937,531.8279101752806
london,4,1,55,5768,271.9936945845171
london,4,1,55,2870,1556.7165757394541
london,4,1,55,1709,995.6361724931807
london,4,1,55,2003,1884.7370553555204
london,4,1,55,7832,128.3538227059087
london,4,1,55,3228,724.6870341080241
london,4,1,55,4069,1360.8364125052856
london,4,1,55,3857,907.6224536623454
london,4,1,55,1446,1015.2974883638433
london,4,1,55,5528,2430.003546685916
london,4,1,55,805,714.6962412405011
london,4,1,55,5403,96.79934427651331
london,4,1,55,6303,672.2744953833122
london,4,1,55,5388,227.49206024851546
london,4,1,55,7621,965.6223659953633
london,4,1,55,8058,1224.4742662294068
london,4,1,55,6027,179.7569135306669
london,4,1,55,326,1350.3718839424794
london,4,1,55,4945,1033.6638462691094
london,4,1,55,578,927.5810837736492
london,4,1,55,1779,927.6640745400006
london,4,1,55,5985,978.1693352287293
london,4,1,55,2635,1032.1195961620815
london,4,1,55,1028,1169.6241438382506
london,4,1,55,5075,495.4295528939191
london,4,1,55,8295,906.0634513632946
london,4,1,55,94,190.27276150423162
london,4,1,55,9107,1419.9546093879385
london,4,1,55,7508,1573.2740168968262
london,4,1,55,5501,960.5338504179198
london,4,1,55,2172,3584.3304265726574
london,4,1,55,5361,102.97408361474699
london,4,1,55,301,492.90337849620875
london,4,1,55,1842,797.940006331556
london,4,1,55,4489,1914.2449541821145
london,4,1,55,9454,808.9737067594916
london,4,1,55,6950,787.8706615725748
london,4,1,55,51,83.35834290105167
london,4,1,55,8758,886.187050009053
london,4,1,55,4703,899.4971617721092
london,4,1,55,5131,981.4799435385971
london,4,1,55,2493,798.1140764712209
london,4,1,55,3471,1594.1525229755157
london,4,1,55,1037,252.5096570078008
london,4,1,55,4528,1480.3543329112688
london,4,1,55,5616,1505.722815488758
london,4,1,55,4870,1450.2068001063335
london,4,1,55,1327,853.5500436039913
london,4,1,55,2539,657.6320207606319
london,4,1,55,293,919.3945872553207
london,4,1,55,8776,167.9283473559704
london,4,1,55,8958,232.19372780763823
london,4,1,55,3942,851.3386737381935
london,4,1,55,1137,352.323351623095
london,4,1,55,1686,770.0037546224551
london,4,1,55,50,65.37827952524768
london,4,1,55,682,800.1120845989639
london,4,1,55,2245,252.8437288255338
london,4,1,55,6727,716.6835464735316
london,4,1,55,7861,931.8260080268433
london,4,1,55,2202,1306.1704401906188
london,4,1,55,6820,340.6794278436011
london,4,1,55,1840,920.2326768378504
london,4,1,55,3777,1091.0925819462943
london,4,1,55,5650,1085.2641870930768
london,4,1,55,4990,303.0052753955492
london,4,1,55,8290,947.9778068581245
london,4,1,55,93,165.2243210820832
london,4,1,55,1889,653.7465769288758
london,4,1,55,2142,1011.5600521098049
london,4,1,55,8630,972.7368126789978
london,4,1,55,5877,1450.0901719311673
london,4,1,55,534,519.415807188218
london,4,1,55,2374,767.940776754872
london,4,1,55,4451,1390.96478430442
london,4,1,55,8229,1391.1522544887446
london,4,1,55,4134,501.5077741288053
london,4,1,55,6227,1137.6911012624362
london,4,1,55,7093,967.3383414251069
london,4,1,55,728,677.6851181863449
london,4,1,55,3693,900.0011604261475
london,4,1,55,8225,1178.0068112743086
london,4,1,55,6831,672.5209069906525
london,4,1,55,8333,1139.9288929947293
london,4,1,55,4051,366.78339646249503
london,4,1,55,7409,255.3886009057889
london,4,1,55,6314,1495.1892910603854
london,4,1,55,8395,841.672294553625
london,4,1,55,2253,273.3764999024516
london,4,1,55,5179,3457.6549768677182
london,4,1,55,9331,839.5609896629733
london,4,1,55,258,647.4985195438308
london,4,1,55,4248,1071.7565791252928
london,4,1,55,7343,794.0846868079947
london,4,1,55,250,857.1821138823555
london,4,1,55,3674,987.8067612638872
london,4,1,55,2631,825.3391414710011
london,4,1,55,8872,309.46032451614207
london,4,1,55,8932,1087.1893406347351
london,4,1,55,6253,732.6158862514739
london,4,1,55,1174,813.9273496386134
london,4,1,55,179,130.5438316201577
london,4,1,55,8092,2.7340109600496945
london,4,1,55,8088,4.471619588011666
london,4,1,55,8594,949.432395926448
london,4,1,55,5702,1397.2985970040081
london,4,1,55,8352,228.5226960465128
london,4,1,55,4536,1126.4250079796066
london,4,1,55,2912,858.6680866085184
