cityname,i_o_length,prediction_horizon,grid_size,thresh,config_cx_sample_whole_data,CSR_MP_no_thresh_mean,CSR_MP_no_thresh_median,CSR_MP_count_y_exceeding_r_x,CSR_MP_sum_y_exceeding_r_x_max,CSR_MP_sum_y_exceeding_r_x_mean,CSR_MP_sum_exp_y_exceeding_r_x_mean,CSR_MP_no_thresh_frac_mean_2,CSR_MP_no_thresh_frac_mean_2_exp,CSR_MP_no_thresh_frac_sum,CSR_PM_no_thresh_mean,CSR_PM_no_thresh_median,CSR_PM_count_y_exceeding_r_x,CSR_PM_sum_y_exceeding_r_x_max,CSR_PM_sum_y_exceeding_r_x_mean,CSR_PM_sum_exp_y_exceeding_r_x_mean,CSR_PM_no_thresh_frac_mean_2,CSR_PM_no_thresh_frac_mean_2_exp,CSR_PM_no_thresh_frac_sum,CSR_NM_no_thresh_mean,CSR_NM_no_thresh_median,CSR_NM_count_y_exceeding_r_x,CSR_NM_sum_y_exceeding_r_x_max,CSR_NM_sum_y_exceeding_r_x_mean,CSR_NM_sum_exp_y_exceeding_r_x_mean,CSR_NM_no_thresh_frac_mean_2,CSR_NM_no_thresh_frac_mean_2_exp,CSR_NM_no_thresh_frac_sum,CSR_GB_no_thresh_mean,CSR_GB_no_thresh_median,CSR_GB_count_y_exceeding_r_x,CSR_GB_sum_y_exceeding_r_x_max,CSR_GB_sum_y_exceeding_r_x_mean,CSR_GB_sum_exp_y_exceeding_r_x_mean,CSR_GB_no_thresh_frac_mean_2,CSR_GB_no_thresh_frac_mean_2_exp,CSR_GB_no_thresh_frac_sum,CSR_GB_red_by_grey_sum,CSR_NM_red_by_grey_sum,CSR_PM_red_by_grey_sum,CSR_MP_red_by_grey_sum
madrid,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2940.224127323419,2465.008064516129,4.978,14103884.731481481,4562.20078185406,0.000577457015233048,1.333701923902315,0.3712934753514436,1.1271618473174299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.54599472756429,NULL
madrid,4,2,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3154.0804726592955,2600.157258064516,6.686,18564612.3021262,4565.945728569452,0.0005474948452574436,1.4183971596102847,0.369981691208264,1.1735985116141494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159.2820075863096,NULL
madrid,4,3,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2958.1462104555526,2627.5625,6.902,17736471.690029148,4316.675028921945,0.0008213497501843792,1.428558575518883,0.3689476319054617,1.1653000970689513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158.5677020879341,NULL
madrid,4,4,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2955.589166812673,2458.171370967742,7.948,21995137.25,4167.159077660909,0.0008753248103333495,1.5584198750698153,0.3730517949403793,1.2611744863922731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.39257095539756,NULL
madrid,4,5,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2984.2690421396856,2566.727822580645,8.484,23291622.805555556,4203.029073731769,0.0005714153170928064,1.5887459638344816,0.37365190809594445,1.2585089473608067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,229.30097792314655,NULL
madrid,4,6,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3153.85371051371,2499.3649193548385,8.768,24507191.892875515,4472.564870424137,0.0005097007817254725,1.6023813666334525,0.36968539918231347,1.2744573924479887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231.3279316484074,NULL
madrid,4,7,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3135.1152404568147,2569.070564516129,9.35,26235771.168659978,4517.395645381704,0.0005772168237771739,1.7188410312539915,0.3686539754651263,1.3479761365009608,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,277.60313754406553,NULL
madrid,4,8,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2979.170647743837,2480.752016129032,10.606,28311904.78872492,4022.278898932132,0.0005130632886118582,1.8159401277298461,0.36448953221996383,1.4177219921389268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,336.906660437456,NULL
melbourne,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,586.5214124564188,576.2670997610514,4.514,2358996.0,791.4279731538887,0.003196712896858806,1.09569647505739,0.37084271102710614,1.0303611753384165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72.27092235954696,NULL
melbourne,4,2,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,594.0701012488474,599.5719086021505,5.36,2674572.75,785.6956888030377,0.0030505365847834543,1.1370741049872732,0.3606658940244022,1.0609604533840098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.61502103046323,NULL
melbourne,4,3,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,595.9407424140517,585.2177419354839,5.132,2698090.5,791.622316647804,0.00361295607084246,1.1234261985421394,0.3663871922654533,1.041845866962876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.26728000157883,NULL
melbourne,4,4,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,595.0861347611418,584.2479838709678,5.39,2788504.5,787.4651912409122,0.0030343759989621705,1.1202390746440145,0.3700544124169729,1.0382613550828714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.64836733358776,NULL
melbourne,4,5,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,590.3812944741088,572.1048387096774,6.294,3211662.75,780.2038476344445,0.0026990816817714387,1.1503144998088395,0.3688620698288246,1.0590645365877462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.32035691780081,NULL
melbourne,4,6,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,608.7662611685341,605.3689516129032,8.058,4112117.75,779.902816329753,0.0031479019159318562,1.1883595399739668,0.36145639398755336,1.094677014915962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,138.3576794753673,NULL
melbourne,4,7,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,610.4123591593662,612.8951612903227,7.13,3738469.75,779.6066235324329,0.0031164666775747446,1.190565322638281,0.3648453352097529,1.0896384379445243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129.42217948759543,NULL
melbourne,4,8,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,605.3298039626708,598.9677419354839,7.392,3673854.25,763.5800017156948,0.0026841560991993393,1.1849457715513785,0.3675306061201446,1.0785546875594578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.26301343675108,NULL
london,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1060.5978898544856,1019.4274193548387,3.676,3021203.5,1307.6787802010592,0.004210927461366391,1.0724597734261807,0.3684929021437191,1.021252296579532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.2889532302833,NULL
london,4,2,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1062.509230285325,1025.733870967742,4.946,3965404.25,1283.2607794376872,0.0027208532170363725,1.0857556037416365,0.3689855288188762,1.0273469494025655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.44881703698528,NULL
london,4,3,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1044.8855134774533,1003.828629032258,5.158,4089954.0,1269.4616368027105,0.002456118593711334,1.070795257001135,0.3746138181966424,1.0127915872096045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.8461303820016,NULL
london,4,4,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1066.5946536353658,1019.7822580645161,4.816,3890706.0,1251.0968327421886,0.0029671497832753405,1.0933256238642826,0.3712295412958448,1.0220381230523647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.91900229767103,NULL
london,4,5,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1069.3999372514916,1007.171370967742,6.388,5092544.0,1242.2953534069388,0.0020114527488203963,1.1123896758212886,0.3670610360908685,1.042574998732914,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.36363393291525,NULL
london,4,6,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1057.376068117423,1010.3709677419355,6.094,4608375.25,1253.1121532237294,0.0026801326462587254,1.122547882080157,0.36913454919495486,1.040524734749297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.94757875537735,NULL
london,4,7,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1078.4739078549394,1042.1370967741937,5.776,4569965.5,1261.4617410034634,0.0026684556780686955,1.1160133406284098,0.36708808504240076,1.0409567589840132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.19892584389635,NULL
london,4,8,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1047.9471016615157,996.6935483870968,5.75,4490920.75,1176.6793140053383,0.0027846384947531042,1.122876050098189,0.3736893133050825,1.0357412330157725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.57408245831618,NULL
madrid,4,1,25,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,894.8332119295388,809.9556451612902,8.432,6326734.009259259,1154.498802860366,0.0020891837760723224,1.4627830339806303,0.37428177093604303,1.2309291742634267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217.61213603425605,NULL
melbourne,4,1,25,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.87999609745322,223.00604838709677,6.412,1210831.0,313.1053842090755,0.006970010165000392,1.2295826106966565,0.3529546888048691,1.1228949339600134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,128.52724458977866,NULL
london,4,1,25,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,779.0739148648229,843.2741935483871,5.502,3322606.0,966.0213308648835,0.002806047202819501,1.2081207150377549,0.36317704062593675,1.089828997498385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.71823573270235,NULL
madrid,4,1,35,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1480.3101734216282,1430.663306451613,2.878,4162589.203703704,2100.568775181336,0.001901293657712579,1.548958008426911,0.37675451751265543,1.0861580364090537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.6849067797215,NULL
melbourne,4,1,35,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399.69696520379165,399.96334310850443,5.352,1978183.8518518517,568.4261935002352,0.004163285619914194,1.1550875015629414,0.36439605413646114,1.0707077789842632,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102.89754979583049,NULL
london,4,1,35,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,833.1596962918538,863.6975806451612,4.572,2710908.0,1014.8799615184085,0.004911166847463318,1.0981836700146628,0.3734816105721662,1.0185223253197047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64.75750274862045,NULL
madrid,4,1,45,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1977.7217299323565,1648.4516129032259,5.394,9481773.5,2917.744251143637,0.0011920150354565865,1.2720167275696233,0.3694398415881611,1.1030415373338747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.47012069804218,NULL
melbourne,4,1,45,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,508.47590506242625,492.4274193548387,4.022,1886760.0,712.11857062655,0.003275316705817942,1.1037199017431185,0.3690532018303803,1.0342131203647222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.41139114821951,NULL
london,4,1,45,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,970.2086790871825,948.0806451612902,4.59,3486600.046296296,1171.6782122995537,0.0026773491922765648,1.1010206498723318,0.36289750176686336,1.0433316410669176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67.19283461133985,NULL
madrid,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2950.5535346654146,2514.2157258064517,6.258,16573484.953703703,4479.498809650464,0.0013845871701965845,1.3602500010050849,0.3662202427782948,1.162062538611613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,144.94341540741414,NULL
melbourne,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,581.58508332154,565.8387096774193,3.802,1963847.75,788.0757790417919,0.0037041998953419677,1.0935734668106196,0.3673597415987997,1.0320531452102706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.21731826989769,NULL
london,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1052.454655222932,1010.483870967742,4.122,3488699.0,1261.5069872432948,0.0024143290503116743,1.0840390223292093,0.36578832803021555,1.024131583532687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53.08720023366829,NULL
madrid,4,1,65,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4989.360048841832,2295.858224284845,6.07,26248259.453703705,7398.447917325243,0.0007322431692893788,1.4918532699090215,0.3696575513022914,1.2326883176394199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161.69391999100128,NULL
melbourne,4,1,65,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,641.0904995056279,621.4112903225807,4.484,2378289.4629629627,856.0518320231486,0.0031547522688203065,1.0939245793343289,0.36982400370810903,1.027342708581138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.5919090306989,NULL
london,4,1,65,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1192.072458572509,1124.2016129032259,3.526,3565215.0,1476.2906479237038,0.002245821946692317,1.065034451498348,0.371828869237506,1.011263111981583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.17557741707482,NULL
madrid,4,1,75,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5516.155983738327,3022.6451612903224,4.036,27561928.049189813,10752.981099476337,0.0007507992933461494,1.3155041279702446,0.3815304345449101,1.1055490183801244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.26779669044018,NULL
melbourne,4,1,75,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,706.1330730042177,690.7016129032259,4.072,2194349.3796296297,872.3591844422839,0.004394053364448479,1.0553930793281514,0.3684930671101438,1.010358000583991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.02603508293305,NULL
london,4,1,75,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1176.6458788483478,1130.4354838709678,3.36,3208902.0,1432.7952232708017,0.002518348572038021,1.0412799135621913,0.37363259094747797,0.9992036603161265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.122029077538684,NULL
madrid,4,1,85,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5746.460089746878,3584.792338709677,3.974,25813226.722222224,10577.165389243446,0.00041549817102334575,1.2830728201664066,0.37584893967509664,1.082679510916821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.81149524223403,NULL
melbourne,4,1,85,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,813.2792105746878,789.0967741935483,4.026,2434151.8518518517,984.3548981441924,0.00608938348661673,1.0376376746537221,0.36894122428132736,1.0073517462631325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.75513028656712,NULL
london,4,1,85,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1339.3641709479089,1230.6068548387098,3.886,4255716.5,1665.943783768223,0.0024427918700441922,1.0697725294133331,0.3703934419154188,1.0193042479095415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53.95708754631972,NULL
madrid,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9693.908228204578,5163.997983870968,4.376,59210311.0,18154.9316836229,0.00038847816681392166,1.7682893564892868,0.37220764973150566,1.2825565597693267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159.40388325875145,NULL
melbourne,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,796.8618586561506,761.8306451612902,4.942,3188015.777777778,978.4002392104794,0.0035533415145029474,1.0673547079331165,0.364674657907345,1.0264274842590473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.63112247479387,NULL
london,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1262.28875232126,1172.6512096774195,3.404,3405155.25,1508.020637579876,0.00235342965358876,1.0582096857400265,0.37032898539202735,1.0128085302287957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.08291516028081,NULL
madrid,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9168.916354011379,4660.0,4.172,43394938.0,17822.373701895696,0.0003062397892789756,1.7805487718566884,0.3774487815877336,1.2372375487717098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148.27697255997606,NULL
melbourne,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,832.8294258781724,780.1227598566309,4.436,2675483.5092592593,996.0798759350934,0.005279386117514352,1.0362239466489764,0.36808512816540956,1.0092757328326307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.43253920509692,NULL
london,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1317.056749808914,1258.3346774193546,4.082,4218215.5,1621.5480230035935,0.0027603635363989665,1.0621238635682964,0.36882659957963876,1.0152736423254143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.76469901766597,NULL
madrid,1,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1982.781666094637,1634.3024193548385,3.064,5896353.094478738,3297.323932887498,0.0011957611741290318,1.2727465860985203,0.3676274822433074,1.0583058337880218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.85793935693888,NULL
madrid,2,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2400.569201566766,2022.6653225806451,3.692,9668571.171767833,3676.298961421939,0.001354929862531728,1.2480847141825069,0.3715183689150086,1.0685626787020301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75.7130188943676,NULL
madrid,3,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2628.897625833118,2248.7318548387098,4.764,12590482.4375,4031.5449951003015,0.0006445192358984597,1.3260233255356528,0.367118880949395,1.1300852269544985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.98436634710141,NULL
madrid,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2774.5898698731285,2440.4475806451615,5.454,14699194.740762174,4362.0338922208175,0.0015899043324123256,1.3594998353446117,0.3672643370655956,1.1367927152927195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.1350051151372,NULL
madrid,5,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3239.0910507698677,2702.5,6.616,18042883.185185187,4827.956848801787,0.0010887648395097212,1.353102255816786,0.3702147451845014,1.1520716692653077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145.93813437758394,NULL
madrid,6,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3374.823688128475,2919.427419354839,6.862,19119459.50925926,4765.366772984878,0.0006365253789184356,1.3987603277938496,0.36948615846273697,1.1582355954947248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161.53236558694363,NULL
madrid,7,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3611.592224900602,3021.997983870968,8.054,24386055.307334535,5304.691252623627,0.0004079530940410251,1.5254588339653743,0.36013558765344317,1.2451919351743546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202.43767887450883,NULL
madrid,8,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3689.2155221067446,3081.541788856305,9.08,28599525.656657234,5370.548929671973,0.0003575947078819227,1.4910212547677661,0.3570707366877555,1.2455602322154313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208.23579605530608,NULL
melbourne,1,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,485.1957881283586,458.07258064516134,2.8,1302786.25,695.1994627818676,0.003908393254756942,1.095543601183958,0.36957635169030845,1.0148924729540771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.714729125499204,NULL
melbourne,2,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,520.8133908340774,509.2721774193549,3.29,1603110.0,737.3710377844566,0.0030433208017382547,1.087888120254252,0.37074071592457747,1.0180424362041154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.937369859961926,NULL
