cityname,i_o_length,prediction_horizon,grid_size,thresh,cx_sample_whole_data,cx_sample_single_point,CSR_PM_frac,CSR_PM_count,CSR_PM_no_thresh_median,CSR_PM_no_thresh_mean,CSR_PM_no_thresh_frac_median,CSR_PM_no_thresh_frac_mean
london,4,4,55,800,800,40,0.05125,41,NULL,NULL,NULL,NULL
london,4,4,55,1100,800,40,0.15375,123,NULL,NULL,NULL,NULL
london,4,4,55,1300,800,40,0.405,324,NULL,NULL,NULL,NULL
london,4,4,55,1500,800,40,0.66125,529,NULL,NULL,NULL,NULL
london,4,4,55,2000,800,40,0.835,668,NULL,NULL,NULL,NULL
london,4,4,55,2500,800,40,0.885,708,NULL,NULL,NULL,NULL
london,4,4,55,3000,800,40,0.915,732,NULL,NULL,NULL,NULL
london,4,4,55,3500,800,40,0.91875,735,NULL,NULL,NULL,NULL
london,4,5,55,100,800,40,0.0075,6,NULL,NULL,NULL,NULL
london,4,5,55,200,800,40,0.0025,2,NULL,NULL,NULL,NULL
london,4,5,55,400,800,40,0.02875,23,NULL,NULL,NULL,NULL
london,4,5,55,600,800,40,0.05,40,NULL,NULL,NULL,NULL
london,4,5,55,800,800,40,0.06125,49,NULL,NULL,NULL,NULL
london,4,5,55,1100,800,40,0.15125,121,NULL,NULL,NULL,NULL
london,4,5,55,1300,800,40,0.375,300,NULL,NULL,NULL,NULL
london,4,5,55,1500,800,40,0.665,532,NULL,NULL,NULL,NULL
london,4,5,55,2000,800,40,0.86375,691,NULL,NULL,NULL,NULL
london,4,5,55,2500,800,40,0.89125,713,NULL,NULL,NULL,NULL
london,4,5,55,3000,800,40,0.93,744,NULL,NULL,NULL,NULL
london,4,5,55,3500,800,40,0.89875,719,NULL,NULL,NULL,NULL
london,4,6,55,100,800,40,0.0075,6,NULL,NULL,NULL,NULL
london,4,6,55,200,800,40,0.005,4,NULL,NULL,NULL,NULL
london,4,6,55,400,800,40,0.0275,22,NULL,NULL,NULL,NULL
london,4,6,55,600,800,40,0.0475,38,NULL,NULL,NULL,NULL
london,4,6,55,800,800,40,0.04375,35,NULL,NULL,NULL,NULL
london,4,6,55,1100,800,40,0.135,108,NULL,NULL,NULL,NULL
london,4,6,55,1300,800,40,0.42375,339,NULL,NULL,NULL,NULL
london,4,6,55,1500,800,40,0.675,540,NULL,NULL,NULL,NULL
london,4,6,55,2000,800,40,0.8525,682,NULL,NULL,NULL,NULL
london,4,6,55,2500,800,40,0.8925,714,NULL,NULL,NULL,NULL
london,4,6,55,3000,800,40,0.9375,750,NULL,NULL,NULL,NULL
london,4,6,55,3500,800,40,0.9125,730,NULL,NULL,NULL,NULL
london,4,7,55,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,7,55,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,7,55,400,800,40,0.0225,18,NULL,NULL,NULL,NULL
london,4,7,55,600,800,40,0.04125,33,NULL,NULL,NULL,NULL
london,4,7,55,800,800,40,0.075,60,NULL,NULL,NULL,NULL
london,4,7,55,1100,800,40,0.19875,159,NULL,NULL,NULL,NULL
london,4,7,55,1300,800,40,0.36625,293,NULL,NULL,NULL,NULL
london,4,7,55,1500,800,40,0.66375,531,NULL,NULL,NULL,NULL
london,4,7,55,2000,800,40,0.87125,697,NULL,NULL,NULL,NULL
london,4,7,55,2500,800,40,0.9175,734,NULL,NULL,NULL,NULL
london,4,7,55,3000,800,40,0.9075,726,NULL,NULL,NULL,NULL
london,4,7,55,3500,800,40,0.92,736,NULL,NULL,NULL,NULL
london,4,8,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,8,55,200,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,8,55,400,800,40,0.035,28,NULL,NULL,NULL,NULL
london,4,8,55,600,800,40,0.03375,27,NULL,NULL,NULL,NULL
london,4,8,55,800,800,40,0.05625,45,NULL,NULL,NULL,NULL
london,4,8,55,1100,800,40,0.18125,145,NULL,NULL,NULL,NULL
london,4,8,55,1300,800,40,0.40625,325,NULL,NULL,NULL,NULL
london,4,8,55,1500,800,40,0.65875,527,NULL,NULL,NULL,NULL
london,4,8,55,2000,800,40,0.8825,706,NULL,NULL,NULL,NULL
london,4,8,55,2500,800,40,0.90875,727,NULL,NULL,NULL,NULL
london,4,8,55,3000,800,40,0.94375,755,NULL,NULL,NULL,NULL
london,4,8,55,3500,800,40,0.91,728,NULL,NULL,NULL,NULL
london,4,1,75,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,1,75,200,800,40,0.0125,10,NULL,NULL,NULL,NULL
london,4,1,75,400,800,40,0.025,20,NULL,NULL,NULL,NULL
london,4,1,75,600,800,40,0.03375,27,NULL,NULL,NULL,NULL
london,4,1,75,800,800,40,0.0475,38,NULL,NULL,NULL,NULL
london,4,1,75,1100,800,40,0.11125,89,NULL,NULL,NULL,NULL
london,4,1,75,1300,800,40,0.3425,274,NULL,NULL,NULL,NULL
london,4,1,75,1500,800,40,0.59,472,NULL,NULL,NULL,NULL
london,4,1,75,2000,800,40,0.8225,658,NULL,NULL,NULL,NULL
london,4,1,75,2500,800,40,0.88125,705,NULL,NULL,NULL,NULL
london,4,1,75,3000,800,40,0.8925,714,NULL,NULL,NULL,NULL
london,4,1,75,3500,800,40,0.90875,727,NULL,NULL,NULL,NULL
london,4,1,55,100,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,4,1,55,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,1,55,400,800,40,0.02,16,NULL,NULL,NULL,NULL
london,4,1,55,600,800,40,0.03,24,NULL,NULL,NULL,NULL
london,4,1,55,800,800,40,0.0575,46,NULL,NULL,NULL,NULL
london,4,1,55,1100,800,40,0.16375,131,NULL,NULL,NULL,NULL
london,4,1,55,1300,800,40,0.395,316,NULL,NULL,NULL,NULL
london,4,1,55,1500,800,40,0.63375,507,NULL,NULL,NULL,NULL
london,4,1,55,2000,800,40,0.8275,662,NULL,NULL,NULL,NULL
london,4,1,55,2500,800,40,0.88625,709,NULL,NULL,NULL,NULL
london,4,1,55,3000,800,40,0.9,720,NULL,NULL,NULL,NULL
london,4,1,55,3500,800,40,0.8925,714,NULL,NULL,NULL,NULL
london,4,2,55,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,2,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,2,55,400,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,4,2,55,600,800,40,0.05375,43,NULL,NULL,NULL,NULL
london,4,2,55,800,800,40,0.0675,54,NULL,NULL,NULL,NULL
london,4,2,55,1100,800,40,0.17375,139,NULL,NULL,NULL,NULL
london,4,2,55,1300,800,40,0.38875,311,NULL,NULL,NULL,NULL
london,4,2,55,1500,800,40,0.6725,538,NULL,NULL,NULL,NULL
london,4,2,55,2000,800,40,0.805,644,NULL,NULL,NULL,NULL
london,4,2,55,2500,800,40,0.89375,715,NULL,NULL,NULL,NULL
london,4,2,55,3000,800,40,0.9175,734,NULL,NULL,NULL,NULL
london,4,2,55,3500,800,40,0.88,704,NULL,NULL,NULL,NULL
london,4,3,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
london,4,3,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,3,55,400,800,40,0.01625,13,NULL,NULL,NULL,NULL
london,4,3,55,600,800,40,0.03375,27,NULL,NULL,NULL,NULL
london,4,3,55,800,800,40,0.06875,55,NULL,NULL,NULL,NULL
london,4,3,55,1100,800,40,0.155,124,NULL,NULL,NULL,NULL
london,4,3,55,1300,800,40,0.3975,318,NULL,NULL,NULL,NULL
london,4,3,55,1500,800,40,0.68125,545,NULL,NULL,NULL,NULL
london,4,3,55,2000,800,40,0.82375,659,NULL,NULL,NULL,NULL
london,4,3,55,2500,800,40,0.90875,727,NULL,NULL,NULL,NULL
london,4,3,55,3000,800,40,0.93,744,NULL,NULL,NULL,NULL
london,4,3,55,3500,800,40,0.91,728,NULL,NULL,NULL,NULL
london,4,4,55,100,800,40,0.0025,2,NULL,NULL,NULL,NULL
london,4,4,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,4,55,400,800,40,0.02125,17,NULL,NULL,NULL,NULL
london,4,4,55,600,800,40,0.03125,25,NULL,NULL,NULL,NULL
london,4,4,55,800,800,40,0.05,40,NULL,NULL,NULL,NULL
london,4,4,55,1100,800,40,0.1725,138,NULL,NULL,NULL,NULL
london,4,4,55,1300,800,40,0.38,304,NULL,NULL,NULL,NULL
london,4,4,55,1500,800,40,0.65875,527,NULL,NULL,NULL,NULL
london,4,4,55,2000,800,40,0.865,692,NULL,NULL,NULL,NULL
london,4,4,55,2500,800,40,0.88625,709,NULL,NULL,NULL,NULL
london,4,4,55,3000,800,40,0.92,736,NULL,NULL,NULL,NULL
london,4,4,55,3500,800,40,0.92375,739,NULL,NULL,NULL,NULL
london,4,5,55,100,800,40,0.0025,2,NULL,NULL,NULL,NULL
london,4,5,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,5,55,400,800,40,0.02625,21,NULL,NULL,NULL,NULL
london,4,5,55,600,800,40,0.05125,41,NULL,NULL,NULL,NULL
london,4,5,55,800,800,40,0.0475,38,NULL,NULL,NULL,NULL
london,4,5,55,1100,800,40,0.16375,131,NULL,NULL,NULL,NULL
london,4,5,55,1300,800,40,0.41,328,NULL,NULL,NULL,NULL
london,4,5,55,1500,800,40,0.6625,530,NULL,NULL,NULL,NULL
london,4,5,55,2000,800,40,0.86375,691,NULL,NULL,NULL,NULL
london,4,5,55,2500,800,40,0.8925,714,NULL,NULL,NULL,NULL
london,4,5,55,3000,800,40,0.91,728,NULL,NULL,NULL,NULL
london,4,5,55,3500,800,40,0.91875,735,NULL,NULL,NULL,NULL
london,4,6,55,100,800,40,0.0,0,NULL,NULL,NULL,NULL
london,4,6,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,6,55,400,800,40,0.025,20,NULL,NULL,NULL,NULL
london,4,6,55,600,800,40,0.04125,33,NULL,NULL,NULL,NULL
london,4,6,55,800,800,40,0.07,56,NULL,NULL,NULL,NULL
london,4,6,55,1100,800,40,0.185,148,NULL,NULL,NULL,NULL
london,4,6,55,1300,800,40,0.3975,318,NULL,NULL,NULL,NULL
london,4,6,55,1500,800,40,0.66875,535,NULL,NULL,NULL,NULL
london,4,6,55,2000,800,40,0.85375,683,NULL,NULL,NULL,NULL
london,4,6,55,2500,800,40,0.91125,729,NULL,NULL,NULL,NULL
london,4,6,55,3000,800,40,0.92625,741,NULL,NULL,NULL,NULL
london,4,6,55,3500,800,40,0.93125,745,NULL,NULL,NULL,NULL
london,4,7,55,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,7,55,200,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,4,7,55,400,800,40,0.03125,25,NULL,NULL,NULL,NULL
london,4,7,55,600,800,40,0.0325,26,NULL,NULL,NULL,NULL
london,4,7,55,800,800,40,0.07875,63,NULL,NULL,NULL,NULL
london,4,7,55,1100,800,40,0.16875,135,NULL,NULL,NULL,NULL
london,4,7,55,1300,800,40,0.39,312,NULL,NULL,NULL,NULL
london,4,7,55,1500,800,40,0.6575,526,NULL,NULL,NULL,NULL
london,4,7,55,2000,800,40,0.86125,689,NULL,NULL,NULL,NULL
london,4,7,55,2500,800,40,0.93,744,NULL,NULL,NULL,NULL
london,4,7,55,3000,800,40,0.92875,743,NULL,NULL,NULL,NULL
london,4,7,55,3500,800,40,0.9175,734,NULL,NULL,NULL,NULL
london,4,8,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
london,4,8,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,8,55,400,800,40,0.0275,22,NULL,NULL,NULL,NULL
london,4,8,55,600,800,40,0.04125,33,NULL,NULL,NULL,NULL
london,4,8,55,800,800,40,0.06125,49,NULL,NULL,NULL,NULL
london,4,8,55,1100,800,40,0.16875,135,NULL,NULL,NULL,NULL
london,4,8,55,1300,800,40,0.38875,311,NULL,NULL,NULL,NULL
london,4,8,55,1500,800,40,0.66875,535,NULL,NULL,NULL,NULL
london,4,8,55,2000,800,40,0.86875,695,NULL,NULL,NULL,NULL
london,4,8,55,2500,800,40,0.915,732,NULL,NULL,NULL,NULL
london,4,8,55,3000,800,40,0.92875,743,NULL,NULL,NULL,NULL
london,4,8,55,3500,800,40,0.9225,738,NULL,NULL,NULL,NULL
london,4,1,85,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,1,85,200,800,40,0.0175,14,NULL,NULL,NULL,NULL
london,4,1,85,400,800,40,0.03125,25,NULL,NULL,NULL,NULL
london,4,1,85,600,800,40,0.0325,26,NULL,NULL,NULL,NULL
london,4,1,85,800,800,40,0.04375,35,NULL,NULL,NULL,NULL
london,4,1,85,1100,800,40,0.0725,58,NULL,NULL,NULL,NULL
london,4,1,85,1300,800,40,0.2075,166,NULL,NULL,NULL,NULL
london,4,1,85,1500,800,40,0.5275,422,NULL,NULL,NULL,NULL
london,4,1,85,2000,800,40,0.805,644,NULL,NULL,NULL,NULL
london,4,1,85,2500,800,40,0.89,712,NULL,NULL,NULL,NULL
london,4,1,85,3000,800,40,0.91875,735,NULL,NULL,NULL,NULL
london,4,1,85,3500,800,40,0.885,708,NULL,NULL,NULL,NULL
london,4,1,55,100,800,40,0.00375,3,NULL,NULL,NULL,NULL
london,4,1,55,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,1,55,400,800,40,0.02375,19,NULL,NULL,NULL,NULL
london,4,1,55,600,800,40,0.03875,31,NULL,NULL,NULL,NULL
london,4,1,55,800,800,40,0.075,60,NULL,NULL,NULL,NULL
london,4,1,55,1100,800,40,0.175,140,NULL,NULL,NULL,NULL
london,4,1,55,1300,800,40,0.39875,319,NULL,NULL,NULL,NULL
london,4,1,55,1500,800,40,0.66,528,NULL,NULL,NULL,NULL
london,4,1,55,2000,800,40,0.8425,674,NULL,NULL,NULL,NULL
london,4,1,55,2500,800,40,0.8875,710,NULL,NULL,NULL,NULL
london,4,1,55,3000,800,40,0.91375,731,NULL,NULL,NULL,NULL
london,4,1,55,3500,800,40,0.875,700,NULL,NULL,NULL,NULL
london,4,2,55,100,800,40,0.00375,3,NULL,NULL,NULL,NULL
london,4,2,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,2,55,400,800,40,0.02125,17,NULL,NULL,NULL,NULL
london,4,2,55,600,800,40,0.045,36,NULL,NULL,NULL,NULL
london,4,2,55,800,800,40,0.0525,42,NULL,NULL,NULL,NULL
london,4,2,55,1100,800,40,0.16125,129,NULL,NULL,NULL,NULL
london,4,2,55,1300,800,40,0.39625,317,NULL,NULL,NULL,NULL
london,4,2,55,1500,800,40,0.65125,521,NULL,NULL,NULL,NULL
london,4,2,55,2000,800,40,0.83375,667,NULL,NULL,NULL,NULL
london,4,2,55,2500,800,40,0.91,728,NULL,NULL,NULL,NULL
london,4,2,55,3000,800,40,0.89,712,NULL,NULL,NULL,NULL
london,4,2,55,3500,800,40,0.8825,706,NULL,NULL,NULL,NULL
london,4,3,55,100,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,3,55,200,800,40,0.015,12,NULL,NULL,NULL,NULL
london,4,3,55,400,800,40,0.0175,14,NULL,NULL,NULL,NULL
london,4,3,55,600,800,40,0.0375,30,NULL,NULL,NULL,NULL
london,4,3,55,800,800,40,0.0625,50,NULL,NULL,NULL,NULL
london,4,3,55,1100,800,40,0.18125,145,NULL,NULL,NULL,NULL
london,4,3,55,1300,800,40,0.415,332,NULL,NULL,NULL,NULL
london,4,3,55,1500,800,40,0.63125,505,NULL,NULL,NULL,NULL
london,4,3,55,2000,800,40,0.86,688,NULL,NULL,NULL,NULL
london,4,3,55,2500,800,40,0.91125,729,NULL,NULL,NULL,NULL
london,4,3,55,3000,800,40,0.89375,715,NULL,NULL,NULL,NULL
london,4,3,55,3500,800,40,0.8925,714,NULL,NULL,NULL,NULL
london,4,4,55,100,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,4,55,200,800,40,0.015,12,NULL,NULL,NULL,NULL
london,4,4,55,400,800,40,0.03375,27,NULL,NULL,NULL,NULL
london,4,4,55,600,800,40,0.04125,33,NULL,NULL,NULL,NULL
london,4,4,55,800,800,40,0.06125,49,NULL,NULL,NULL,NULL
london,4,4,55,1100,800,40,0.18625,149,NULL,NULL,NULL,NULL
london,4,4,55,1300,800,40,0.385,308,NULL,NULL,NULL,NULL
london,4,4,55,1500,800,40,0.65875,527,NULL,NULL,NULL,NULL
london,4,4,55,2000,800,40,0.84125,673,NULL,NULL,NULL,NULL
london,4,4,55,2500,800,40,0.905,724,NULL,NULL,NULL,NULL
london,4,4,55,3000,800,40,0.90625,725,NULL,NULL,NULL,NULL
london,4,4,55,3500,800,40,0.9075,726,NULL,NULL,NULL,NULL
london,4,5,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,5,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,5,55,400,800,40,0.02,16,NULL,NULL,NULL,NULL
london,4,5,55,600,800,40,0.0425,34,NULL,NULL,NULL,NULL
london,4,5,55,800,800,40,0.05875,47,NULL,NULL,NULL,NULL
london,4,5,55,1100,800,40,0.1575,126,NULL,NULL,NULL,NULL
london,4,5,55,1300,800,40,0.38,304,NULL,NULL,NULL,NULL
london,4,5,55,1500,800,40,0.65,520,NULL,NULL,NULL,NULL
london,4,5,55,2000,800,40,0.87125,697,NULL,NULL,NULL,NULL
london,4,5,55,2500,800,40,0.90125,721,NULL,NULL,NULL,NULL
london,4,5,55,3000,800,40,0.9425,754,NULL,NULL,NULL,NULL
london,4,5,55,3500,800,40,0.9025,722,NULL,NULL,NULL,NULL
london,4,6,55,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,6,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,6,55,400,800,40,0.02375,19,NULL,NULL,NULL,NULL
london,4,6,55,600,800,40,0.03375,27,NULL,NULL,NULL,NULL
london,4,6,55,800,800,40,0.0625,50,NULL,NULL,NULL,NULL
london,4,6,55,1100,800,40,0.18625,149,NULL,NULL,NULL,NULL
london,4,6,55,1300,800,40,0.41125,329,NULL,NULL,NULL,NULL
london,4,6,55,1500,800,40,0.675,540,NULL,NULL,NULL,NULL
london,4,6,55,2000,800,40,0.85625,685,NULL,NULL,NULL,NULL
london,4,6,55,2500,800,40,0.91625,733,NULL,NULL,NULL,NULL
london,4,6,55,3000,800,40,0.94375,755,NULL,NULL,NULL,NULL
london,4,6,55,3500,800,40,0.91125,729,NULL,NULL,NULL,NULL
london,4,7,55,100,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,4,7,55,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,7,55,400,800,40,0.03625,29,NULL,NULL,NULL,NULL
london,4,7,55,600,800,40,0.04875,39,NULL,NULL,NULL,NULL
london,4,7,55,800,800,40,0.06375,51,NULL,NULL,NULL,NULL
london,4,7,55,1100,800,40,0.1875,150,NULL,NULL,NULL,NULL
london,4,7,55,1300,800,40,0.43625,349,NULL,NULL,NULL,NULL
london,4,7,55,1500,800,40,0.63375,507,NULL,NULL,NULL,NULL
london,4,7,55,2000,800,40,0.8825,706,NULL,NULL,NULL,NULL
london,4,7,55,2500,800,40,0.91375,731,NULL,NULL,NULL,NULL
london,4,7,55,3000,800,40,0.915,732,NULL,NULL,NULL,NULL
london,4,7,55,3500,800,40,0.92375,739,NULL,NULL,NULL,NULL
london,4,8,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,8,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,8,55,400,800,40,0.02125,17,NULL,NULL,NULL,NULL
london,4,8,55,600,800,40,0.03375,27,NULL,NULL,NULL,NULL
london,4,8,55,800,800,40,0.07,56,NULL,NULL,NULL,NULL
london,4,8,55,1100,800,40,0.17,136,NULL,NULL,NULL,NULL
london,4,8,55,1300,800,40,0.38375,307,NULL,NULL,NULL,NULL
london,4,8,55,1500,800,40,0.6775,542,NULL,NULL,NULL,NULL
london,4,8,55,2000,800,40,0.8675,694,NULL,NULL,NULL,NULL
london,4,8,55,2500,800,40,0.90625,725,NULL,NULL,NULL,NULL
london,4,8,55,3000,800,40,0.93625,749,NULL,NULL,NULL,NULL
london,4,8,55,3500,800,40,0.90875,727,NULL,NULL,NULL,NULL
london,4,1,95,100,800,40,0.005,4,NULL,NULL,NULL,NULL
london,4,1,95,200,800,40,0.0125,10,NULL,NULL,NULL,NULL
london,4,1,95,400,800,40,0.03125,25,NULL,NULL,NULL,NULL
london,4,1,95,600,800,40,0.02875,23,NULL,NULL,NULL,NULL
london,4,1,95,800,800,40,0.03625,29,NULL,NULL,NULL,NULL
london,4,1,95,1100,800,40,0.10125,81,NULL,NULL,NULL,NULL
london,4,1,95,1300,800,40,0.2625,210,NULL,NULL,NULL,NULL
london,4,1,95,1500,800,40,0.5725,458,NULL,NULL,NULL,NULL
london,4,1,95,2000,800,40,0.8475,678,NULL,NULL,NULL,NULL
london,4,1,95,2500,800,40,0.89125,713,NULL,NULL,NULL,NULL
london,4,1,95,3000,800,40,0.88875,711,NULL,NULL,NULL,NULL
london,4,1,95,3500,800,40,0.87,696,NULL,NULL,NULL,NULL
london,4,1,55,100,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,1,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,1,55,400,800,40,0.02,16,NULL,NULL,NULL,NULL
london,4,1,55,600,800,40,0.03625,29,NULL,NULL,NULL,NULL
london,4,1,55,800,800,40,0.06375,51,NULL,NULL,NULL,NULL
london,4,1,55,1100,800,40,0.175,140,NULL,NULL,NULL,NULL
london,4,1,55,1300,800,40,0.36875,295,NULL,NULL,NULL,NULL
london,4,1,55,1500,800,40,0.63,504,NULL,NULL,NULL,NULL
london,4,1,55,2000,800,40,0.84125,673,NULL,NULL,NULL,NULL
london,4,1,55,2500,800,40,0.88625,709,NULL,NULL,NULL,NULL
london,4,1,55,3000,800,40,0.91875,735,NULL,NULL,NULL,NULL
london,4,1,55,3500,800,40,0.89625,717,NULL,NULL,NULL,NULL
london,4,2,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
london,4,2,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,2,55,400,800,40,0.0225,18,NULL,NULL,NULL,NULL
london,4,2,55,600,800,40,0.03625,29,NULL,NULL,NULL,NULL
london,4,2,55,800,800,40,0.06625,53,NULL,NULL,NULL,NULL
london,4,2,55,1100,800,40,0.1525,122,NULL,NULL,NULL,NULL
london,4,2,55,1300,800,40,0.35375,283,NULL,NULL,NULL,NULL
london,4,2,55,1500,800,40,0.64625,517,NULL,NULL,NULL,NULL
london,4,2,55,2000,800,40,0.845,676,NULL,NULL,NULL,NULL
london,4,2,55,2500,800,40,0.91625,733,NULL,NULL,NULL,NULL
london,4,2,55,3000,800,40,0.92,736,NULL,NULL,NULL,NULL
london,4,2,55,3500,800,40,0.90125,721,NULL,NULL,NULL,NULL
london,4,3,55,100,800,40,0.0075,6,NULL,NULL,NULL,NULL
london,4,3,55,200,800,40,0.0075,6,NULL,NULL,NULL,NULL
london,4,3,55,400,800,40,0.015,12,NULL,NULL,NULL,NULL
london,4,3,55,600,800,40,0.03,24,NULL,NULL,NULL,NULL
london,4,3,55,800,800,40,0.08375,67,NULL,NULL,NULL,NULL
london,4,3,55,1100,800,40,0.1775,142,NULL,NULL,NULL,NULL
london,4,3,55,1300,800,40,0.395,316,NULL,NULL,NULL,NULL
london,4,3,55,1500,800,40,0.65625,525,NULL,NULL,NULL,NULL
london,4,3,55,2000,800,40,0.83875,671,NULL,NULL,NULL,NULL
london,4,3,55,2500,800,40,0.86125,689,NULL,NULL,NULL,NULL
london,4,3,55,3000,800,40,0.9125,730,NULL,NULL,NULL,NULL
london,4,3,55,3500,800,40,0.8925,714,NULL,NULL,NULL,NULL
london,4,4,55,100,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,4,55,200,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,4,4,55,400,800,40,0.02125,17,NULL,NULL,NULL,NULL
london,4,4,55,600,800,40,0.05125,41,NULL,NULL,NULL,NULL
london,4,4,55,800,800,40,0.04125,33,NULL,NULL,NULL,NULL
london,4,4,55,1100,800,40,0.175,140,NULL,NULL,NULL,NULL
london,4,4,55,1300,800,40,0.3875,310,NULL,NULL,NULL,NULL
london,4,4,55,1500,800,40,0.64375,515,NULL,NULL,NULL,NULL
london,4,4,55,2000,800,40,0.845,676,NULL,NULL,NULL,NULL
london,4,4,55,2500,800,40,0.905,724,NULL,NULL,NULL,NULL
london,4,4,55,3000,800,40,0.9175,734,NULL,NULL,NULL,NULL
london,4,4,55,3500,800,40,0.90375,723,NULL,NULL,NULL,NULL
london,4,5,55,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,5,55,200,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,5,55,400,800,40,0.0175,14,NULL,NULL,NULL,NULL
london,4,5,55,600,800,40,0.0425,34,NULL,NULL,NULL,NULL
london,4,5,55,800,800,40,0.06875,55,NULL,NULL,NULL,NULL
london,4,5,55,1100,800,40,0.1725,138,NULL,NULL,NULL,NULL
london,4,5,55,1300,800,40,0.41375,331,NULL,NULL,NULL,NULL
london,4,5,55,1500,800,40,0.6675,534,NULL,NULL,NULL,NULL
london,4,5,55,2000,800,40,0.8625,690,NULL,NULL,NULL,NULL
london,4,5,55,2500,800,40,0.905,724,NULL,NULL,NULL,NULL
london,4,5,55,3000,800,40,0.9125,730,NULL,NULL,NULL,NULL
london,4,5,55,3500,800,40,0.9125,730,NULL,NULL,NULL,NULL
london,4,6,55,100,800,40,0.00375,3,NULL,NULL,NULL,NULL
london,4,6,55,200,800,40,0.015,12,NULL,NULL,NULL,NULL
london,4,6,55,400,800,40,0.02375,19,NULL,NULL,NULL,NULL
london,4,6,55,600,800,40,0.04375,35,NULL,NULL,NULL,NULL
london,4,6,55,800,800,40,0.0575,46,NULL,NULL,NULL,NULL
london,4,6,55,1100,800,40,0.165,132,NULL,NULL,NULL,NULL
london,4,6,55,1300,800,40,0.37375,299,NULL,NULL,NULL,NULL
london,4,6,55,1500,800,40,0.6525,522,NULL,NULL,NULL,NULL
london,4,6,55,2000,800,40,0.8325,666,NULL,NULL,NULL,NULL
london,4,6,55,2500,800,40,0.91625,733,NULL,NULL,NULL,NULL
london,4,6,55,3000,800,40,0.9325,746,NULL,NULL,NULL,NULL
london,4,6,55,3500,800,40,0.9225,738,NULL,NULL,NULL,NULL
london,4,7,55,100,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,4,7,55,200,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,7,55,400,800,40,0.035,28,NULL,NULL,NULL,NULL
london,4,7,55,600,800,40,0.04375,35,NULL,NULL,NULL,NULL
london,4,7,55,800,800,40,0.05625,45,NULL,NULL,NULL,NULL
london,4,7,55,1100,800,40,0.2025,162,NULL,NULL,NULL,NULL
london,4,7,55,1300,800,40,0.36875,295,NULL,NULL,NULL,NULL
london,4,7,55,1500,800,40,0.67,536,NULL,NULL,NULL,NULL
london,4,7,55,2000,800,40,0.8625,690,NULL,NULL,NULL,NULL
london,4,7,55,2500,800,40,0.9025,722,NULL,NULL,NULL,NULL
london,4,7,55,3000,800,40,0.9325,746,NULL,NULL,NULL,NULL
london,4,7,55,3500,800,40,0.91375,731,NULL,NULL,NULL,NULL
london,4,8,55,100,800,40,0.015,12,NULL,NULL,NULL,NULL
london,4,8,55,200,800,40,0.015,12,NULL,NULL,NULL,NULL
london,4,8,55,400,800,40,0.0275,22,NULL,NULL,NULL,NULL
